"feature","DietStatus","Drug.Before.Diet","mean","sd","median","incidence"
"2161","after.diet","DrugBefore_NO",123.700857035717,72.6917821493184,139.213191894614,1
"2161","after.diet","DrugBefore_YES",125.268729829926,52.5925967053356,131.72902848173,1
"2161","before.diet","DrugBefore_NO",140.8450537709,31.6113993209984,143.720976488195,1
"2161","before.diet","DrugBefore_YES",122.939579277342,45.1206593294721,133.08861075865,1
"1786.1724137931","after.diet","DrugBefore_NO",114.636433688911,67.277970525443,128.482816472208,1
"1786.1724137931","after.diet","DrugBefore_YES",116.024995539746,48.4543730679452,121.800437221793,1
"1786.1724137931","before.diet","DrugBefore_NO",130.420901618488,28.7081690371306,132.997185603656,1
"1786.1724137931","before.diet","DrugBefore_YES",113.959872325517,41.5526946648926,123.226577348661,1
"893.586206896552","after.diet","DrugBefore_NO",85.6369525527613,50.1673474118505,94.6913170342779,1
"893.586206896552","after.diet","DrugBefore_YES",86.8941281556945,35.4900280206697,92.0238061498096,1
"893.586206896552","before.diet","DrugBefore_NO",96.8530304635771,19.7869243265511,98.7176472349163,1
"893.586206896552","before.diet","DrugBefore_YES",85.5272520658342,30.7982830191285,92.3165661424607,1
"1","after.diet","DrugBefore_NO",1.00000000000002,1.2147518300746e-13,0.99999999999997,1
"1","after.diet","DrugBefore_YES",1.00000000000002,1.413173490248e-13,1.00000000000001,1
"1","before.diet","DrugBefore_NO",0.99999999999997,9.2483323903777e-14,0.999999999999996,1
"1","before.diet","DrugBefore_YES",1.00000000000002,8.69316467743985e-14,1.00000000000002,1
"2240","after.diet","DrugBefore_NO",116.732133241698,78.91389242568,115.656997147833,1
"2240","after.diet","DrugBefore_YES",127.076025028804,53.4022558832833,133.72819134156,1
"2240","before.diet","DrugBefore_NO",142.867664928487,32.1794343094742,145.81421776176,1
"2240","before.diet","DrugBefore_YES",124.690112906926,45.8261267235436,135.028447070939,1
"2411","after.diet","DrugBefore_NO",120.255707763464,81.3807980755071,118.661463256884,1
"2411","after.diet","DrugBefore_YES",130.846613157419,55.0919264991337,137.903132479807,1
"2411","before.diet","DrugBefore_NO",145.789135062949,37.1371530128377,146.881051796725,1
"2411","before.diet","DrugBefore_YES",128.33612208343,47.3060600374743,139.088947153277,1
"2417","after.diet","DrugBefore_NO",120.376145884762,81.4653590503219,118.763296275683,1
"2417","after.diet","DrugBefore_YES",142.414031953935,44.1560882894625,145.955446288232,1
"2417","before.diet","DrugBefore_NO",145.930461408517,37.1821491074126,147.025996323287,1
"2417","before.diet","DrugBefore_YES",128.460708070464,47.3568843143461,139.228206602696,1
"2424","after.diet","DrugBefore_NO",120.516394898058,81.5638497935794,118.881806354941,1
"2424","after.diet","DrugBefore_YES",142.577088103808,44.2133179536572,146.121060305866,1
"2424","before.diet","DrugBefore_NO",146.094996105935,37.2345462048969,147.194746956531,1
"2424","before.diet","DrugBefore_YES",127.249293191728,49.7554543952215,128.548268835409,1
"2431","after.diet","DrugBefore_NO",96.7584280273496,71.3036019321106,105.669987527255,1
"2431","after.diet","DrugBefore_YES",142.739825423485,44.2704486127713,146.286353104812,1
"2431","before.diet","DrugBefore_NO",146.259159835543,37.2868378980487,147.363120874209,1
"2431","before.diet","DrugBefore_YES",127.391515529353,49.8171880981785,128.697542462294,1
"2491","after.diet","DrugBefore_NO",90.2887422395047,86.3658872263575,93.2544615730463,1
"2491","after.diet","DrugBefore_YES",144.121854035451,44.7561498231152,147.69019772834,1
"2491","before.diet","DrugBefore_NO",147.651311684183,37.7308047247025,148.791114356962,1
"2491","before.diet","DrugBefore_YES",128.598781613438,50.3421964877065,129.965617362308,1
"2542","after.diet","DrugBefore_NO",91.0791958482124,87.1579163521743,94.020175511036,1
"2542","after.diet","DrugBefore_YES",145.278933103551,45.1635311700731,148.865717082795,1
"2542","before.diet","DrugBefore_NO",148.814113294718,38.1023625503164,149.984013587387,1
"2542","before.diet","DrugBefore_YES",138.758202048422,44.2661608995202,142.083598204702,1
"2628","after.diet","DrugBefore_NO",92.3879947367803,88.4688888366316,95.2884271725124,1
"2628","after.diet","DrugBefore_YES",147.194900034691,45.8396222959999,150.812628877376,1
"2628","before.diet","DrugBefore_NO",150.734004490497,38.7173760895135,151.953819626671,1
"2628","before.diet","DrugBefore_YES",151.450173221398,32.9344795854394,151.376288495169,1
"2641","after.diet","DrugBefore_NO",92.583283898822,88.6644478532924,95.477725948326,1
"2641","after.diet","DrugBefore_YES",147.480800279453,45.9406751693752,151.103195174813,1
"2641","before.diet","DrugBefore_NO",151.019894941615,38.8091288494107,152.247158056154,1
"2641","before.diet","DrugBefore_YES",152.809829884715,35.4914465239215,159.067698744438,1
"2678.75862068966","after.diet","DrugBefore_NO",93.1503939730548,89.2322508671711,96.027548515319,1
"2678.75862068966","after.diet","DrugBefore_YES",148.311061103272,46.2343857316275,151.947083609313,1
"2678.75862068966","before.diet","DrugBefore_NO",145.83641676662,42.3655319362572,134.918561509192,1
"2678.75862068966","before.diet","DrugBefore_YES",153.667317332154,35.6862518900183,159.982981180951,1
"2697","after.diet","DrugBefore_NO",93.4171097119008,89.499243169904,96.2861946831421,1
"2697","after.diet","DrugBefore_YES",148.701548892777,46.3726538872108,152.344021968325,1
"2697","before.diet","DrugBefore_NO",146.21776993931,42.5118030129099,135.2489486354,1
"2697","before.diet","DrugBefore_YES",154.070502983692,35.7779100656794,160.413539419607,1
"2778","after.diet","DrugBefore_NO",94.602511336596,90.6854517922556,97.4362806807032,1
"2778","after.diet","DrugBefore_YES",150.437123903179,46.9882363297812,154.108608678189,1
"2778","before.diet","DrugBefore_NO",157.828180605056,46.949905764914,155.271105053673,1
"2778","before.diet","DrugBefore_YES",155.861650481114,36.1855532797011,162.327856610328,1
"3064","after.diet","DrugBefore_NO",98.6080320777422,94.6873153331965,101.331585737824,1
"3064","after.diet","DrugBefore_YES",156.302266845157,49.0817511484452,160.076598518723,1
"3064","before.diet","DrugBefore_NO",164.125950048639,49.2175002049593,161.218552899391,1
"3064","before.diet","DrugBefore_YES",167.909254212027,37.2870351950071,171.44928662963,1
"3105","after.diet","DrugBefore_NO",99.1609880662784,95.2388341029098,101.870738101813,1
"3105","after.diet","DrugBefore_YES",165.822704390027,44.7819344604071,162.393660536029,1
"3105","before.diet","DrugBefore_NO",164.9922908382,49.5307060797878,162.034023969485,1
"3105","before.diet","DrugBefore_YES",168.76871232565,37.4807494453449,172.33964484284,1
"3223","after.diet","DrugBefore_NO",100.725020514994,96.7973668335908,103.397985738499,1
"3223","after.diet","DrugBefore_YES",168.248982531794,45.5483833462575,164.793776894819,1
"3223","before.diet","DrugBefore_NO",167.438684797501,50.4168992386423,164.333015881991,1
"3223","before.diet","DrugBefore_YES",160.600175402839,31.0727318860346,172.233004872497,1
"3317","after.diet","DrugBefore_NO",101.943108076899,98.0095942512916,104.589945033647,1
"3317","after.diet","DrugBefore_YES",168.1723639838,49.4811795256547,165.051999934768,1
"3317","before.diet","DrugBefore_NO",169.339820249659,51.1074330983435,166.115632503577,1
"3317","before.diet","DrugBefore_YES",162.372634869727,31.4291414455843,174.206865175928,1
"3571.34482758621","after.diet","DrugBefore_NO",105.120431793036,101.164401874144,107.710895647394,1
"3571.34482758621","after.diet","DrugBefore_YES",173.098670444726,51.1859018509204,169.796724631021,1
"3571.34482758621","before.diet","DrugBefore_NO",174.281805669985,52.910643960466,170.73228533492,1
"3571.34482758621","before.diet","DrugBefore_YES",176.381934636614,28.4478308907578,181.941713763897,1
"3642","after.diet","DrugBefore_NO",105.980772024812,102.016704131144,108.559171663594,1
"3642","after.diet","DrugBefore_YES",174.433014564018,51.6491849185347,171.082118899349,1
"3642","before.diet","DrugBefore_NO",175.615769127194,53.3995393945613,171.973954856414,1
"3642","before.diet","DrugBefore_YES",177.71203327988,28.6614065916979,183.328531143057,1
"4463.93103448276","after.diet","DrugBefore_NO",115.194194606642,111.085678371366,117.740728328926,1
"4463.93103448276","after.diet","DrugBefore_YES",188.728138404755,56.6469663358568,184.855904342325,1
"4463.93103448276","before.diet","DrugBefore_NO",189.795375954988,58.6641865967716,185.04266261187,1
"4463.93103448276","before.diet","DrugBefore_YES",206.305245806241,14.2933648785463,200.626968061651,1
"5208","after.diet","DrugBefore_NO",122.5730517238,118.269695226136,125.224345154422,1
"5208","after.diet","DrugBefore_YES",200.179029495382,60.6869983663636,195.885602340973,1
"5208","before.diet","DrugBefore_NO",201.03556957006,62.946460732255,195.21823076647,1
"5208","before.diet","DrugBefore_YES",218.608082901801,15.0186265835506,212.355378788405,1
"5356.51724137931","after.diet","DrugBefore_NO",184.427494889078,81.7190125020512,184.427494889078,1
"5356.51724137931","after.diet","DrugBefore_YES",202.333815120603,61.4502122139235,197.959892066676,1
"5356.51724137931","before.diet","DrugBefore_NO",203.142360399269,63.7619628694643,197.106385545405,1
"5356.51724137931","before.diet","DrugBefore_YES",220.922969531493,15.1617781324864,214.552460451461,1
"6174","after.diet","DrugBefore_NO",195.08900202914,86.3928951814475,195.08900202914,1
"6174","after.diet","DrugBefore_YES",213.460588579824,65.4047578945822,208.660851769178,1
"6174","before.diet","DrugBefore_NO",213.995287051521,68.0356040909479,206.736821863697,1
"6174","before.diet","DrugBefore_YES",232.874090058557,15.9465372286036,225.830762044994,1
"6249.10344827586","after.diet","DrugBefore_NO",257.389205991787,NA,257.389205991787,1
"6249.10344827586","after.diet","DrugBefore_YES",214.429231397934,65.7500699611495,209.591457482284,1
"6249.10344827586","before.diet","DrugBefore_NO",214.938733386832,68.413180955291,207.566453799871,1
"6249.10344827586","before.diet","DrugBefore_YES",233.914257055514,16.019098252949,226.806480394632,1
"7141.68965517241","after.diet","DrugBefore_NO",271.036074586067,NA,271.036074586067,1
"7141.68965517241","after.diet","DrugBefore_YES",225.381840379687,69.6667596053044,220.100747758253,1
"7141.68965517241","before.diet","DrugBefore_NO",225.602706317955,72.7529305163023,216.862832903761,1
"7141.68965517241","before.diet","DrugBefore_YES",245.671821547626,16.89940164187,237.755860448658,1
"8034.27586206897","after.diet","DrugBefore_NO",283.447037947287,NA,283.447037947287,1
"8034.27586206897","after.diet","DrugBefore_YES",235.404637989147,73.2732624495811,229.694237589842,1
"8034.27586206897","before.diet","DrugBefore_NO",235.368568536216,76.847132646762,225.252012859811,1
"8034.27586206897","before.diet","DrugBefore_YES",256.42219985829,17.8219365741498,247.618156852142,1
"8839","after.diet","DrugBefore_NO",293.792936095841,NA,293.792936095841,1
"8839","after.diet","DrugBefore_YES",243.808842733738,76.3182013705731,237.720546221574,1
"8839","before.diet","DrugBefore_NO",243.5702472802,80.3757376628907,232.213215887173,1
"8839","before.diet","DrugBefore_YES",265.424710713418,18.7019072833008,255.748283982496,1
"8926.86206896552","after.diet","DrugBefore_NO",294.880821647528,NA,294.880821647528,1
"8926.86206896552","after.diet","DrugBefore_YES",228.61282666609,69.8277320586889,233.823416006324,1
"8926.86206896552","before.diet","DrugBefore_NO",244.43614982011,80.7530517052978,232.943939224989,1
"8926.86206896552","before.diet","DrugBefore_YES",266.373455845912,18.8010593498982,256.597665549653,1
"9179","after.diet","DrugBefore_NO",297.952785140049,NA,297.952785140049,1
"9179","after.diet","DrugBefore_YES",230.975745191596,70.7527822238862,236.376886955834,1
"9179","before.diet","DrugBefore_NO",246.884925181483,81.824978840742,235.006244551012,1
"9179","before.diet","DrugBefore_YES",269.054619091844,19.0882997256716,258.990036806831,1
"9819.44827586207","after.diet","DrugBefore_NO",305.484336628588,NA,305.484336628588,1
"9819.44827586207","after.diet","DrugBefore_YES",236.784897045007,73.034791231264,242.661664041073,1
"9819.44827586207","before.diet","DrugBefore_NO",207.81901617633,45.5897616195202,207.81901617633,1
"9819.44827586207","before.diet","DrugBefore_YES",275.64038595914,19.8399669439399,264.814805581875,1
"10218","after.diet","DrugBefore_NO",310,NA,310,1
"10218","after.diet","DrugBefore_YES",240.277817934419,74.4114219555862,246.445610370483,1
"10218","before.diet","DrugBefore_NO",210.510087149354,46.0590206917173,210.510087149354,1
"10218","before.diet","DrugBefore_YES",279.596246210481,20.3246339504631,268.277015622845,1
"10302","after.diet","DrugBefore_NO",NA,NA,NA,NA
"10302","after.diet","DrugBefore_YES",241.0013993048,74.6969519309821,247.229969763278,1
"10302","before.diet","DrugBefore_NO",211.066673098104,46.1557615657905,211.066673098104,1
"10302","before.diet","DrugBefore_YES",280.415335448148,20.4282221224078,268.990368882257,1
"10712.0344827586","after.diet","DrugBefore_NO",NA,NA,NA,NA
"10712.0344827586","after.diet","DrugBefore_YES",244.477384321894,76.0700063918036,251.000350066336,1
"10712.0344827586","before.diet","DrugBefore_NO",213.736201027542,46.618262076106,213.736201027542,1
"10712.0344827586","before.diet","DrugBefore_YES",272.257855644132,0.19866953718227,272.257855644132,1
"11549","after.diet","DrugBefore_NO",NA,NA,NA,NA
"11549","after.diet","DrugBefore_YES",251.306633813404,78.7724232422929,258.420362829284,1
"11549","before.diet","DrugBefore_NO",218.960175963059,47.5158269320216,218.960175963059,1
"11549","before.diet","DrugBefore_YES",279.348314800532,0.492591514886943,279.348314800532,1
"11604.6206896552","after.diet","DrugBefore_NO",NA,NA,NA,NA
"11604.6206896552","after.diet","DrugBefore_YES",251.75165434442,78.9486504495698,258.904481618178,1
"11604.6206896552","before.diet","DrugBefore_NO",219.299595381291,47.5737707202567,219.299595381291,1
"11604.6206896552","before.diet","DrugBefore_YES",280.190116771247,NA,280.190116771247,1
"11730","after.diet","DrugBefore_NO",NA,NA,NA,NA
"11730","after.diet","DrugBefore_YES",252.739911975941,79.3400219223423,259.979839880298,1
"11730","before.diet","DrugBefore_NO",220.052890133986,47.7021899668851,220.052890133986,1
"11730","before.diet","DrugBefore_YES",281.285809326738,NA,281.285809326738,1
"12497.2068965517","after.diet","DrugBefore_NO",NA,NA,NA,NA
"12497.2068965517","after.diet","DrugBefore_YES",256.582176024789,91.1476695282429,263.82118776308,1
"12497.2068965517","before.diet","DrugBefore_NO",224.549560071643,48.4630260120497,224.549560071643,1
"12497.2068965517","before.diet","DrugBefore_YES",287.840317100316,NA,287.840317100316,1
"13163","after.diet","DrugBefore_NO",NA,NA,NA,NA
"13163","after.diet","DrugBefore_YES",261.506963020163,93.336615428766,269.557427036664,1
"13163","before.diet","DrugBefore_NO",228.290409400614,49.0867737700697,228.290409400614,1
"13163","before.diet","DrugBefore_YES",293.313113430801,NA,293.313113430801,1
"13389.7931034483","after.diet","DrugBefore_NO",NA,NA,NA,NA
"13389.7931034483","after.diet","DrugBefore_YES",263.147546951086,94.0652402997315,271.468468006629,1
"13389.7931034483","before.diet","DrugBefore_NO",194.678492102384,NA,194.678492102384,1
"13389.7931034483","before.diet","DrugBefore_YES",295.13544549943,NA,295.13544549943,1
"13904","after.diet","DrugBefore_NO",NA,NA,NA,NA
"13904","after.diet","DrugBefore_YES",266.795387477231,95.6837495835303,275.717097945345,1
"13904","before.diet","DrugBefore_NO",197.116272708079,NA,197.116272708079,1
"13904","before.diet","DrugBefore_YES",299.185765414883,NA,299.185765414883,1
"14282.3793103448","after.diet","DrugBefore_NO",NA,NA,NA,NA
"14282.3793103448","after.diet","DrugBefore_YES",280.311481240373,108.237053081704,285.576319728093,1
"14282.3793103448","before.diet","DrugBefore_NO",198.868780085552,NA,198.868780085552,1
"14282.3793103448","before.diet","DrugBefore_YES",302.100187024197,NA,302.100187024197,1
"15174.9655172414","after.diet","DrugBefore_NO",NA,NA,NA,NA
"15174.9655172414","after.diet","DrugBefore_YES",286.771906410285,111.124346146516,292.30395435013,1
"15174.9655172414","before.diet","DrugBefore_NO",202.882944215337,NA,202.882944215337,1
"15174.9655172414","before.diet","DrugBefore_YES",308.784035208328,NA,308.784035208328,1
"16067.5517241379","after.diet","DrugBefore_NO",NA,NA,NA,NA
"16067.5517241379","after.diet","DrugBefore_YES",292.97951148341,113.895312123258,298.771452506246,1
"16067.5517241379","before.diet","DrugBefore_NO",206.734063373454,NA,206.734063373454,1
"16067.5517241379","before.diet","DrugBefore_YES",315.207209029655,NA,315.207209029655,1
"16131","after.diet","DrugBefore_NO",NA,NA,NA,NA
"16131","after.diet","DrugBefore_YES",293.408530645876,114.086699722367,299.218544288481,1
"16131","before.diet","DrugBefore_NO",207,NA,207,1
"16131","before.diet","DrugBefore_YES",315.651151942829,NA,315.651151942829,1
"16960.1379310345","after.diet","DrugBefore_NO",NA,NA,NA,NA
"16960.1379310345","after.diet","DrugBefore_YES",298.951047615352,116.558048905383,304.995734241117,1
"16960.1379310345","before.diet","DrugBefore_NO",NA,NA,NA,NA
"16960.1379310345","before.diet","DrugBefore_YES",321.386540932795,NA,321.386540932795,1
"17754","after.diet","DrugBefore_NO",NA,NA,NA,NA
"17754","after.diet","DrugBefore_YES",304.090334731829,118.848179415765,310.354353982575,1
"17754","before.diet","DrugBefore_NO",NA,NA,NA,NA
"17754","before.diet","DrugBefore_YES",326.704209597284,NA,326.704209597284,1
"17852.724137931","after.diet","DrugBefore_NO",NA,NA,NA,NA
"17852.724137931","after.diet","DrugBefore_YES",258.311517366866,91.4599736626503,305.252016863059,1
"17852.724137931","before.diet","DrugBefore_NO",NA,NA,NA,NA
"17852.724137931","before.diet","DrugBefore_YES",327.355828168031,NA,327.355828168031,1
"17962","after.diet","DrugBefore_NO",NA,NA,NA,NA
"17962","after.diet","DrugBefore_YES",258.88664336271,91.7092675387395,306,1
"17962","before.diet","DrugBefore_NO",NA,NA,NA,NA
"17962","before.diet","DrugBefore_YES",328.070425780028,NA,328.070425780028,1
"18745.3103448276","after.diet","DrugBefore_NO",NA,NA,NA,NA
"18745.3103448276","after.diet","DrugBefore_YES",238.785225147167,118.195591535925,238.785225147167,1
"18745.3103448276","before.diet","DrugBefore_NO",NA,NA,NA,NA
"18745.3103448276","before.diet","DrugBefore_YES",333.118650179148,NA,333.118650179148,1
"19462","after.diet","DrugBefore_NO",NA,NA,NA,NA
"19462","after.diet","DrugBefore_YES",241.867820229209,120.02122237719,241.867820229209,1
"19462","before.diet","DrugBefore_NO",NA,NA,NA,NA
"19462","before.diet","DrugBefore_YES",337.616040968333,NA,337.616040968333,1
"19637.8965517241","after.diet","DrugBefore_NO",NA,NA,NA,NA
"19637.8965517241","after.diet","DrugBefore_YES",327.793545630135,NA,327.793545630135,1
"19637.8965517241","before.diet","DrugBefore_NO",NA,NA,NA,NA
"19637.8965517241","before.diet","DrugBefore_YES",338.702497501048,NA,338.702497501048,1
"20530.4827586207","after.diet","DrugBefore_NO",NA,NA,NA,NA
"20530.4827586207","after.diet","DrugBefore_YES",333.065044124683,NA,333.065044124683,1
"20530.4827586207","before.diet","DrugBefore_NO",NA,NA,NA,NA
"20530.4827586207","before.diet","DrugBefore_YES",344.107469106083,NA,344.107469106083,1
"21423.0689655172","after.diet","DrugBefore_NO",NA,NA,NA,NA
"21423.0689655172","after.diet","DrugBefore_YES",338.199304134395,NA,338.199304134395,1
"21423.0689655172","before.diet","DrugBefore_NO",NA,NA,NA,NA
"21423.0689655172","before.diet","DrugBefore_YES",349.356738901479,NA,349.356738901479,1
"22315.6551724138","after.diet","DrugBefore_NO",NA,NA,NA,NA
"22315.6551724138","after.diet","DrugBefore_YES",343.199700680038,NA,343.199700680038,1
"22315.6551724138","before.diet","DrugBefore_NO",NA,NA,NA,NA
"22315.6551724138","before.diet","DrugBefore_YES",354.45396197482,NA,354.45396197482,1
"22592","after.diet","DrugBefore_NO",NA,NA,NA,NA
"22592","after.diet","DrugBefore_YES",344.719389103316,NA,344.719389103316,1
"22592","before.diet","DrugBefore_NO",NA,NA,NA,NA
"22592","before.diet","DrugBefore_YES",356,NA,356,1
"23208.2413793103","after.diet","DrugBefore_NO",NA,NA,NA,NA
"23208.2413793103","after.diet","DrugBefore_YES",348.06895656082,NA,348.06895656082,1
"23208.2413793103","before.diet","DrugBefore_NO",NA,NA,NA,NA
"23208.2413793103","before.diet","DrugBefore_YES",NA,NA,NA,NA
"24100.8275862069","after.diet","DrugBefore_NO",NA,NA,NA,NA
"24100.8275862069","after.diet","DrugBefore_YES",352.825042353731,NA,352.825042353731,1
"24100.8275862069","before.diet","DrugBefore_NO",NA,NA,NA,NA
"24100.8275862069","before.diet","DrugBefore_YES",NA,NA,NA,NA
"24993.4137931034","after.diet","DrugBefore_NO",NA,NA,NA,NA
"24993.4137931034","after.diet","DrugBefore_YES",357.463457624584,NA,357.463457624584,1
"24993.4137931034","before.diet","DrugBefore_NO",NA,NA,NA,NA
"24993.4137931034","before.diet","DrugBefore_YES",NA,NA,NA,NA
"25886","after.diet","DrugBefore_NO",NA,NA,NA,NA
"25886","after.diet","DrugBefore_YES",362,NA,362,1
"25886","before.diet","DrugBefore_NO",NA,NA,NA,NA
"25886","before.diet","DrugBefore_YES",NA,NA,NA,NA
