".record.id","Sample.type","feature","Abundance"
"SB1","control","Bacteroidetes",0.684701068424642
"SB10","control","Bacteroidetes",0.563654943370519
"SB11","patient","Bacteroidetes",0.754910714285714
"SB12","control","Bacteroidetes",0
"SB13","control","Bacteroidetes",0.220070422535211
"SB14","control","Bacteroidetes",0.7867457452295
"SB15","control","Bacteroidetes",0.533990623276338
"SB16","patient","Bacteroidetes",0.819197352089367
"SB17","patient","Bacteroidetes",0.866752411575563
"SB18","patient","Bacteroidetes",0.886987787489926
"SB19","control","Bacteroidetes",0.231988726440021
"SB21","control","Bacteroidetes",0.17077559834443
"SB22","patient","Bacteroidetes",0.611516314779271
"SB23","patient","Bacteroidetes",0.77810650887574
"SB24","control","Bacteroidetes",0.719879518072289
"SB25","control","Bacteroidetes",0.615515771526002
"SB26","control","Bacteroidetes",0.505237711522965
"SB28","patient","Bacteroidetes",0.690401258851298
"SB29","patient","Bacteroidetes",0.904607631389489
"SB3","control","Bacteroidetes",0.41119170984456
"SB30","patient","Bacteroidetes",0.856349687058348
"SB31","control","Bacteroidetes",0.646227106227106
"SB32","control","Bacteroidetes",0.411673633689426
"SB33","control","Bacteroidetes",0.822671413804985
"SB34","patient","Bacteroidetes",0.783790804398649
"SB35","patient","Bacteroidetes",0.971497390606182
"SB36","patient","Bacteroidetes",0.866818873668189
"SB38","patient","Bacteroidetes",0.934438171553451
"SB39","patient","Bacteroidetes",0.556199677938808
"SB4","patient","Bacteroidetes",0.932167621344589
"SB40","control","Bacteroidetes",0.537665119600143
"SB41","patient","Bacteroidetes",0.929753895184136
"SB42","patient","Bacteroidetes",0.638152396870014
"SB43","patient","Bacteroidetes",0.886138613861386
"SB44","patient","Bacteroidetes",0.825370675453048
"SB45","control","Bacteroidetes",0.886039132734003
"SB5","patient","Bacteroidetes",0.0982677851617823
"SB6","patient","Bacteroidetes",0.824990730441231
"SB7","control","Bacteroidetes",0.478734696765976
"SB8","patient","Bacteroidetes",0.568017487808979
"SB9","patient","Bacteroidetes",0.0643695569859902
"SB1","control","Firmicutes",0.177767674471471
"SB10","control","Firmicutes",0.369070935876692
"SB11","patient","Firmicutes",0.200446428571429
"SB12","control","Firmicutes",0.465568458007021
"SB13","control","Firmicutes",0.68705985915493
"SB14","control","Firmicutes",0.196493037648272
"SB15","control","Firmicutes",0.437672366243795
"SB16","patient","Firmicutes",0.141911460488209
"SB17","patient","Firmicutes",0.0873311897106109
"SB18","patient","Firmicutes",0.103527369660901
"SB19","control","Firmicutes",0.700017614937467
"SB21","control","Firmicutes",0.754543818607162
"SB22","patient","Firmicutes",0.361996161228407
"SB23","patient","Firmicutes",0.216917697686928
"SB24","control","Firmicutes",0.230636833046472
"SB25","control","Firmicutes",0.342924126172208
"SB26","control","Firmicutes",0.470051034112275
"SB28","patient","Firmicutes",0.0664830841856806
"SB29","patient","Firmicutes",0.0910727141828654
"SB3","control","Firmicutes",0.515025906735751
"SB30","patient","Firmicutes",0.112961841308298
"SB31","control","Firmicutes",0.332967032967033
"SB32","control","Firmicutes",0.538008979718223
"SB33","control","Firmicutes",0.165671298954864
"SB34","patient","Firmicutes",0.192657372932721
"SB35","patient","Firmicutes",0.0272982737856283
"SB36","patient","Firmicutes",0.0711567732115677
"SB38","patient","Firmicutes",0.0457111637224549
"SB39","patient","Firmicutes",0.222222222222222
"SB4","patient","Firmicutes",0.0630087428399156
"SB40","control","Firmicutes",0.398072117101035
"SB41","patient","Firmicutes",0.0667050283286119
"SB42","patient","Firmicutes",0.248955405302743
"SB43","patient","Firmicutes",0.0789167152009319
"SB44","patient","Firmicutes",0.163920922570016
"SB45","control","Firmicutes",0.0789705623127093
"SB5","patient","Firmicutes",0.73504739078331
"SB6","patient","Firmicutes",0.134593993325918
"SB7","control","Firmicutes",0.502158375203453
"SB8","patient","Firmicutes",0.412476879098705
"SB9","patient","Firmicutes",0.898523286633851
"SB1","control","Proteobacteria",0.121163900886565
"SB10","control","Proteobacteria",0.0544153964063698
"SB11","patient","Proteobacteria",0.00491071428571429
"SB12","control","Proteobacteria",0.313529570618418
"SB13","control","Proteobacteria",0.0642605633802817
"SB14","control","Proteobacteria",0.0110881897885508
"SB15","control","Proteobacteria",0.00537782680639824
"SB16","patient","Proteobacteria",0.0223417459660736
"SB17","patient","Proteobacteria",0.0415434083601286
"SB18","patient","Proteobacteria",0.00564131175996528
"SB19","control","Proteobacteria",0.0139158005989079
"SB21","control","Proteobacteria",0.0190750404894727
"SB22","patient","Proteobacteria",0.0122840690978887
"SB23","patient","Proteobacteria",0.00215169445938677
"SB24","control","Proteobacteria",0.0196500286861733
"SB25","control","Proteobacteria",0.0110826939471441
"SB26","control","Proteobacteria",0.0021488047273704
"SB28","patient","Proteobacteria",0.242328874901652
"SB29","patient","Proteobacteria",0.000359971202303816
"SB3","control","Proteobacteria",0.0163730569948187
"SB30","patient","Proteobacteria",0.000252372299616394
"SB31","control","Proteobacteria",0.00937728937728938
"SB32","control","Proteobacteria",0.0410280229137637
"SB33","control","Proteobacteria",0.00815435856207649
"SB34","patient","Proteobacteria",0.0219066585851589
"SB35","patient","Proteobacteria",0
"SB36","patient","Proteobacteria",0.0605022831050228
"SB38","patient","Proteobacteria",0.0151156437807321
"SB39","patient","Proteobacteria",0.0186795491143317
"SB4","patient","Proteobacteria",0.00211034066927947
"SB40","control","Proteobacteria",0.0232059978579079
"SB41","patient","Proteobacteria",0.00119511331444759
"SB42","patient","Proteobacteria",0.0173972498670516
"SB43","patient","Proteobacteria",0.0329062317996506
"SB44","patient","Proteobacteria",0.0013728720483251
"SB45","control","Proteobacteria",0.0130442446677243
"SB5","patient","Proteobacteria",0.158078222028543
"SB6","patient","Proteobacteria",0.010752688172043
"SB7","control","Proteobacteria",0.0124548864199278
"SB8","patient","Proteobacteria",0.013115856734488
"SB9","patient","Proteobacteria",0.00643695569859902
"SB1","control","Unclassified_Bacteria",0.0136394635144351
"SB10","control","Unclassified_Bacteria",0.00919696840671038
"SB11","patient","Unclassified_Bacteria",0.00803571428571428
"SB12","control","Unclassified_Bacteria",0.0305157980016203
"SB13","control","Unclassified_Bacteria",0.0118838028169014
"SB14","control","Unclassified_Bacteria",0.00283651366683858
"SB15","control","Unclassified_Bacteria",0.0168918918918919
"SB16","patient","Unclassified_Bacteria",0.0148944973107158
"SB17","patient","Unclassified_Bacteria",0.00385852090032154
"SB18","patient","Unclassified_Bacteria",0.00365755377843903
"SB19","control","Unclassified_Bacteria",0.0155011449709354
"SB21","control","Unclassified_Bacteria",0.0421090516465719
"SB22","patient","Unclassified_Bacteria",0.00690978886756238
"SB23","patient","Unclassified_Bacteria",0.00228617536309844
"SB24","control","Unclassified_Bacteria",0.0174985656913368
"SB25","control","Unclassified_Bacteria",0.00490196078431373
"SB26","control","Unclassified_Bacteria",0.0163846360461993
"SB28","patient","Unclassified_Bacteria",0.000786782061369001
"SB29","patient","Unclassified_Bacteria",0.00251979841612671
"SB3","control","Unclassified_Bacteria",0.0397927461139896
"SB30","patient","Unclassified_Bacteria",0.00232182515647083
"SB31","control","Unclassified_Bacteria",0.00373626373626374
"SB32","control","Unclassified_Bacteria",0.00696702275894101
"SB33","control","Unclassified_Bacteria",0.00212472723096359
"SB34","patient","Unclassified_Bacteria",0.00086587583340549
"SB35","patient","Unclassified_Bacteria",0
"SB36","patient","Unclassified_Bacteria",0.0015220700152207
"SB38","patient","Unclassified_Bacteria",0.00418867237297396
"SB39","patient","Unclassified_Bacteria",0.00611916264090177
"SB4","patient","Unclassified_Bacteria",0.00180886343081097
"SB40","control","Unclassified_Bacteria",0.0135665833630846
"SB41","patient","Unclassified_Bacteria",0.00225743626062323
"SB42","patient","Unclassified_Bacteria",0.0904049228899187
"SB43","patient","Unclassified_Bacteria",0.0015530964861192
"SB44","patient","Unclassified_Bacteria",0.00796265788028556
"SB45","control","Unclassified_Bacteria",0.00528820729772607
"SB5","patient","Unclassified_Bacteria",0.00326832988342957
"SB6","patient","Unclassified_Bacteria",0.0218761586948461
"SB7","control","Unclassified_Bacteria",0.00629820961007714
"SB8","patient","Unclassified_Bacteria",0.00470825626366235
"SB9","patient","Unclassified_Bacteria",0.00567966679288148
"SB1","control","Actinobacteria",0.00272789270288702
"SB10","control","Actinobacteria",0.00272502767606234
"SB11","patient","Actinobacteria",0.000892857142857143
"SB12","control","Actinobacteria",0.190386173372941
"SB13","control","Actinobacteria",0.00792253521126761
"SB14","control","Actinobacteria",0.00244971634863332
"SB15","control","Actinobacteria",0.00234418091560949
"SB16","patient","Actinobacteria",0.00165494414563508
"SB17","patient","Actinobacteria",0.000514469453376206
"SB18","patient","Actinobacteria",0.000185977310768086
"SB19","control","Actinobacteria",0.0384005636779989
"SB21","control","Actinobacteria",0.00809789454741767
"SB22","patient","Actinobacteria",0.0072936660268714
"SB23","patient","Actinobacteria",0.000537923614846692
"SB24","control","Actinobacteria",0.00487664945496271
"SB25","control","Actinobacteria",0.00319693094629156
"SB26","control","Actinobacteria",0.0056406124093473
"SB28","patient","Actinobacteria",0
"SB29","patient","Actinobacteria",0.00143988480921526
"SB3","control","Actinobacteria",0.0176165803108808
"SB30","patient","Actinobacteria",0.000201897839693115
"SB31","control","Actinobacteria",0.00761904761904762
"SB32","control","Actinobacteria",0.0013934045517882
"SB33","control","Actinobacteria",0.00132077638681521
"SB34","patient","Actinobacteria",0.000692700666724392
"SB35","patient","Actinobacteria",0.000401445202729827
"SB36","patient","Actinobacteria",0
"SB38","patient","Actinobacteria",0.000424937776968372
"SB39","patient","Actinobacteria",0.0215780998389694
"SB4","patient","Actinobacteria",0.000904431715405487
"SB40","control","Actinobacteria",0.000714030703320243
"SB41","patient","Actinobacteria",0
"SB42","patient","Actinobacteria",0.00334270303122389
"SB43","patient","Actinobacteria",0.00029120559114735
"SB44","patient","Actinobacteria",0.0013728720483251
"SB45","control","Actinobacteria",0
"SB5","patient","Actinobacteria",0.00206994225950539
"SB6","patient","Actinobacteria",0.000741564701520208
"SB7","control","Actinobacteria",0.000353832000566131
"SB8","patient","Actinobacteria",0.0013452160753321
"SB9","patient","Actinobacteria",0.0249905338886785
"SB1","control","Verrucomicrobia",0
"SB10","control","Verrucomicrobia",0
"SB11","patient","Verrucomicrobia",0.0303571428571429
"SB12","control","Verrucomicrobia",0
"SB13","control","Verrucomicrobia",0.00880281690140845
"SB14","control","Verrucomicrobia",0.00038679731820526
"SB15","control","Verrucomicrobia",0
"SB16","patient","Verrucomicrobia",0
"SB17","patient","Verrucomicrobia",0
"SB18","patient","Verrucomicrobia",0
"SB19","control","Verrucomicrobia",0
"SB21","control","Verrucomicrobia",0.00539859636494511
"SB22","patient","Verrucomicrobia",0
"SB23","patient","Verrucomicrobia",0
"SB24","control","Verrucomicrobia",0.00731497418244406
"SB25","control","Verrucomicrobia",0.0223785166240409
"SB26","control","Verrucomicrobia",0.0002686005909213
"SB28","patient","Verrucomicrobia",0
"SB29","patient","Verrucomicrobia",0
"SB3","control","Verrucomicrobia",0
"SB30","patient","Verrucomicrobia",0.0279123763375732
"SB31","control","Verrucomicrobia",0
"SB32","control","Verrucomicrobia",0
"SB33","control","Verrucomicrobia",0
"SB34","patient","Verrucomicrobia",0
"SB35","patient","Verrucomicrobia",0.000802890405459655
"SB36","patient","Verrucomicrobia",0
"SB38","patient","Verrucomicrobia",0
"SB39","patient","Verrucomicrobia",0.175201288244766
"SB4","patient","Verrucomicrobia",0
"SB40","control","Verrucomicrobia",0.0174937522313459
"SB41","patient","Verrucomicrobia",8.85269121813031e-05
"SB42","patient","Verrucomicrobia",0.00167135151561194
"SB43","patient","Verrucomicrobia",9.706853038245e-05
"SB44","patient","Verrucomicrobia",0
"SB45","control","Verrucomicrobia",0
"SB5","patient","Verrucomicrobia",0
"SB6","patient","Verrucomicrobia",0.00667408231368187
"SB7","control","Verrucomicrobia",0
"SB8","patient","Verrucomicrobia",0
"SB9","patient","Verrucomicrobia",0
