".record.id","DietStatus","feature","index"
"SM1","before.diet","NE_0.5",0.291968935294843
"SM11","after.diet","NE_0.5",0.204312447311871
"SM12","before.diet","NE_0.5",0.211528897251997
"SM13","before.diet","NE_0.5",0.403657079825428
"SM14","before.diet","NE_0.5",0.476629721387947
"SM17","before.diet","NE_0.5",0.259729449698854
"SM19","after.diet","NE_0.5",0.4163483248316
"SM2","before.diet","NE_0.5",0.201351158542137
"SM23","after.diet","NE_0.5",0.296930081065377
"SM3","after.diet","NE_0.5",0.423407512134914
"SM33","before.diet","NE_0.5",0.335713646840752
"SM38","after.diet","NE_0.5",0.150184985616643
"SM41","before.diet","NE_0.5",0.4034721759292
"SM45","after.diet","NE_0.5",0.473509184193796
"SM49","before.diet","NE_0.5",0.180799828032648
"SM52","before.diet","NE_0.5",0.467647889833974
"SM53","after.diet","NE_0.5",0.333160389351331
"SM56","after.diet","NE_0.5",0.369999976587694
"SM57","before.diet","NE_0.5",0.204191035130743
"SM58","after.diet","NE_0.5",0.348902321126332
"SM62","before.diet","NE_0.5",0.143827053710557
"SM64","after.diet","NE_0.5",0.259643477018821
"SM77","after.diet","NE_0.5",0.325921128242034
"SM79","after.diet","NE_0.5",0.307656345981842
"SM8","before.diet","NE_0.5",0.278680529396693
"SM83","before.diet","NE_0.5",0.258450037872892
"SM84","before.diet","NE_0.5",0.352744844559855
"SM86","after.diet","NE_0.5",0.398059308734204
"SM87","before.diet","NE_0.5",0.369067007098811
"SM88","after.diet","NE_0.5",0.270811107875519
"SM9","after.diet","NE_0.5",0.313457789577629
"SM90","after.diet","NE_0.5",0.451731682611843
"SM96","before.diet","NE_0.5",0.324381128093882
