".record.id","feature","l2fc"
"MG1.patient","Bacteroidales",1.79820593000166
"MG10.patient","Bacteroidales",0.427868133686449
"MG13.patient","Bacteroidales",0.0741083964310228
"MG14.patient","Bacteroidales",0.639940743940533
"MG16.patient","Bacteroidales",0.434658382429477
"MG17.patient","Bacteroidales",-2.45354792708165
"MG19.patient","Bacteroidales",0.742068411555142
"MG2.patient","Bacteroidales",-2.65505965232688
"MG21.patient","Bacteroidales",0.257340726039575
"MG22.patient","Bacteroidales",0.0467619168055351
"MG23.patient","Bacteroidales",1.79002649519652
"MG25.patient","Bacteroidales",0.118486724326805
"MG3.patient","Bacteroidales",0.145233924305676
"MG4.patient","Bacteroidales",0.17716613216534
"MG6.patient","Bacteroidales",0.26097869979264
"MG8.patient","Bacteroidales",0.453536715417848
"MG1.patient","Clostridiales",-3.50279823056689
"MG10.patient","Clostridiales",-2.71153177821694
"MG13.patient","Clostridiales",-0.653663385820146
"MG14.patient","Clostridiales",-1.45767337945258
"MG16.patient","Clostridiales",-0.328169340703437
"MG17.patient","Clostridiales",1.02525759256638
"MG19.patient","Clostridiales",-2.32264364595569
"MG2.patient","Clostridiales",-0.697430772976384
"MG21.patient","Clostridiales",-1.94949172886856
"MG22.patient","Clostridiales",-1.09894869969112
"MG23.patient","Clostridiales",-2.19684030816927
"MG25.patient","Clostridiales",-1.40788881908264
"MG3.patient","Clostridiales",-1.24956188192822
"MG4.patient","Clostridiales",0.430984617539829
"MG6.patient","Clostridiales",-0.825508994851513
"MG8.patient","Clostridiales",-2.57280853458789
"MG1.patient","Erysipelotrichales",3.13722038881489
"MG10.patient","Erysipelotrichales",-35.2531837255418
"MG13.patient","Erysipelotrichales",-1.65339222520907
"MG14.patient","Erysipelotrichales",0.750503406137726
"MG16.patient","Erysipelotrichales",0.306221419656238
"MG17.patient","Erysipelotrichales",-0.285551256296118
"MG19.patient","Erysipelotrichales",-2.62195671008774
"MG2.patient","Erysipelotrichales",7.51186561292283
"MG21.patient","Erysipelotrichales",2.74251091438037
"MG22.patient","Erysipelotrichales",1.68772323934209
"MG23.patient","Erysipelotrichales",-4.28491398262818
"MG25.patient","Erysipelotrichales",-36.4350456988717
"MG3.patient","Erysipelotrichales",-1.64565233186897
"MG4.patient","Erysipelotrichales",3.23607049709021
"MG6.patient","Erysipelotrichales",0.803640903820201
"MG8.patient","Erysipelotrichales",-1.19167385613507
"MG1.patient","Lactobacillales",-1.34821774511368
"MG10.patient","Lactobacillales",2.82044997196856
"MG13.patient","Lactobacillales",1.04704294643211
"MG14.patient","Lactobacillales",-1.84640735991445
"MG16.patient","Lactobacillales",0.949222469440135
"MG17.patient","Lactobacillales",3.7680449005147
"MG19.patient","Lactobacillales",-36.9533234289796
"MG2.patient","Lactobacillales",9.83525085616967
"MG21.patient","Lactobacillales",-3.14824229521329
"MG22.patient","Lactobacillales",3.75823372964083
"MG23.patient","Lactobacillales",0.752606970668216
"MG25.patient","Lactobacillales",33.9963942151716
"MG3.patient","Lactobacillales",-1.69749244196678
"MG4.patient","Lactobacillales",-4.63004101056505
"MG6.patient","Lactobacillales",-36.4820835148881
"MG8.patient","Lactobacillales",3.17845094550929
