"feature","visit","Drug.Before.Diet","mean","sd","median","incidence"
"NE_0.25",1,"DrugBefore_NO",0.574493953226112,0.0770064927391638,0.558992556689045,1
"NE_0.25",1,"DrugBefore_YES",0.529955436873326,0.0785701496836158,0.539349861190171,1
"NE_0.25",2,"DrugBefore_NO",0.58956339059873,0.0458120455524203,0.587928020622594,1
"NE_0.25",2,"DrugBefore_YES",0.532413274300337,0.084779854716413,0.548792225915815,1
"NE_0.25",3,"DrugBefore_NO",0.630913351010462,0.0948377059286837,0.637287384516473,1
"NE_0.25",3,"DrugBefore_YES",0.554536203905155,0.0742470206326785,0.564952222308958,1
"NE_0.25",4,"DrugBefore_NO",0.611140186917014,0.0464414076473312,0.618915220853846,1
"NE_0.25",4,"DrugBefore_YES",0.553461179304616,0.0748643549270178,0.546082665438426,1
"NE_0.5",1,"DrugBefore_NO",0.335144118297681,0.0959508179567757,0.303048000267248,1
"NE_0.5",1,"DrugBefore_YES",0.286954649453962,0.0839942821047133,0.292868710904185,1
"NE_0.5",2,"DrugBefore_NO",0.372640243051971,0.075566364697073,0.348009487251766,1
"NE_0.5",2,"DrugBefore_YES",0.303250937272189,0.0854063662875669,0.310313514152429,1
"NE_0.5",3,"DrugBefore_NO",0.414894566107206,0.136762429928829,0.411287061110741,1
"NE_0.5",3,"DrugBefore_YES",0.31694878282769,0.0971000019941027,0.324094468277929,1
"NE_0.5",4,"DrugBefore_NO",0.392771075867471,0.0729154613785334,0.405962060798973,1
"NE_0.5",4,"DrugBefore_YES",0.317329959283789,0.0896236729895795,0.303204164526566,1
"NE_1",1,"DrugBefore_NO",0.156632114116839,0.073646127620223,0.133579965364576,1
"NE_1",1,"DrugBefore_YES",0.126435500818665,0.0556918731210479,0.101420654339001,1
"NE_1",2,"DrugBefore_NO",0.207985107818407,0.112243414781944,0.160568364319355,1
"NE_1",2,"DrugBefore_YES",0.153769422420045,0.0664127716129999,0.14314446979894,1
"NE_1",3,"DrugBefore_NO",0.23139590329778,0.13918712964664,0.202567693152684,1
"NE_1",3,"DrugBefore_YES",0.153352883707819,0.0809538096892812,0.137930627482499,1
"NE_1",4,"DrugBefore_NO",0.21749677738393,0.0810452754281615,0.237459845851111,1
"NE_1",4,"DrugBefore_YES",0.152198407234795,0.0680907087634871,0.150492728182767,1
"NE_2",1,"DrugBefore_NO",0.0890421690784219,0.0441287146969963,0.0796484246793251,1
"NE_2",1,"DrugBefore_YES",0.0755765567362027,0.0344779012311723,0.0640397859283995,1
"NE_2",2,"DrugBefore_NO",0.142408267580539,0.130866781338018,0.102234471219643,1
"NE_2",2,"DrugBefore_YES",0.104713801846649,0.0560966867309108,0.0786842969579432,1
"NE_2",3,"DrugBefore_NO",0.139557292706253,0.0983091226160467,0.115377922608126,1
"NE_2",3,"DrugBefore_YES",0.0938877217540993,0.0534201959055198,0.0756821336138418,1
"NE_2",4,"DrugBefore_NO",0.137029275852675,0.0652409961069391,0.140747956612864,1
"NE_2",4,"DrugBefore_YES",0.0924664377492619,0.0455311813708157,0.0673957368192096,1
"NE_4",1,"DrugBefore_NO",0.0688747311908661,0.0298455457222082,0.0615832354833915,1
"NE_4",1,"DrugBefore_YES",0.0622144524916377,0.0250228432792169,0.0490891959318535,1
"NE_4",2,"DrugBefore_NO",0.122946148390655,0.137349836887069,0.0750875223004785,1
"NE_4",2,"DrugBefore_YES",0.0895308884048558,0.0484535649315525,0.0704714724604074,1
"NE_4",3,"DrugBefore_NO",0.100938317128353,0.0617115029230249,0.0876417241062404,1
"NE_4",3,"DrugBefore_YES",0.0746191318267023,0.0385770424551364,0.061933829680444,1
"NE_4",4,"DrugBefore_NO",0.105200525613034,0.0505258822385979,0.101859320811596,1
"NE_4",4,"DrugBefore_YES",0.0739744022749408,0.0331409764245656,0.0537134235992154,1
"NE_8",1,"DrugBefore_NO",0.0615407886579017,0.0228394442775586,0.054788649337401,1
"NE_8",1,"DrugBefore_YES",0.0577227881278165,0.0212276655172646,0.0470163127899949,1
"NE_8",2,"DrugBefore_NO",0.116351936611017,0.13960282761487,0.0636091618609584,1
"NE_8",2,"DrugBefore_YES",0.0825029748449311,0.0431131058524098,0.0682566315402694,1
"NE_8",3,"DrugBefore_NO",0.0857822011519092,0.0461469800150707,0.0752130574029075,1
"NE_8",3,"DrugBefore_YES",0.0675658501840054,0.0322081902787632,0.0575148313306679,1
"NE_8",4,"DrugBefore_NO",0.09077073528384,0.0407125505788141,0.0874580098860835,1
"NE_8",4,"DrugBefore_YES",0.0672015222573496,0.0278539499909669,0.0515503677976977,1
"NE_Inf",1,"DrugBefore_NO",0.0558093347118971,0.0170616206523443,0.051075181402296,1
"NE_Inf",1,"DrugBefore_YES",0.0543810238964672,0.0185084892304011,0.0453312051694149,1
"NE_Inf",2,"DrugBefore_NO",0.111475620486579,0.141318102638755,0.0559838810520597,1
"NE_Inf",2,"DrugBefore_YES",0.0760975953538329,0.0384830112420361,0.0666832880552477,1
"NE_Inf",3,"DrugBefore_NO",0.0746794035553813,0.0356866463848477,0.0666637538093307,1
"NE_Inf",3,"DrugBefore_YES",0.0619588138294326,0.0264104141627017,0.0544343943126351,1
"NE_Inf",4,"DrugBefore_NO",0.0783853040819599,0.0309307997438173,0.0772117338086916,1
"NE_Inf",4,"DrugBefore_YES",0.0620513179806081,0.023760408705252,0.0499811411556651,1
