"feature","Drug.Before.Diet","mean","sd","median","incidence"
"N_0","DrugBefore_NO",4.864375,12.4916998067717,6.4875,0.5
"N_0","DrugBefore_YES",3.329,8.97828299596062,1.0475,0.5
"N_0.25","DrugBefore_NO",3.58218781120021,11.9113959093265,5.28311544125182,0.5
"N_0.25","DrugBefore_YES",1.59823609642173,5.79833562273758,0.230423772353932,0.5
"N_0.5","DrugBefore_NO",2.84940589450782,10.4806774509617,3.8891942302521,0.5
"N_0.5","DrugBefore_YES",0.399161473126878,3.84678449871154,0.334129189843779,0.5
"NE_8","DrugBefore_NO",0.00861992490600245,0.0460953536373341,0.00535340628378476,0.5
"NE_8","DrugBefore_YES",-0.0245951798324624,0.0485213990563665,-0.0114660604493512,0.3
"NE_Inf","DrugBefore_NO",0.0053444829410359,0.0330361173260746,0.00289087855230619,0.5
"NE_Inf","DrugBefore_YES",-0.0217594327185314,0.0436836679378785,-0.0106016363983357,0.3
"N_1","DrugBefore_NO",2.07052357312208,7.51494540401686,1.997179991524,0.5
"N_1","DrugBefore_YES",-0.370593627375031,2.34467783430879,0.0352935323206454,0.6
"NE_4","DrugBefore_NO",0.0121023665081073,0.0613832581908468,0.00812802663912669,0.5
"NE_4","DrugBefore_YES",-0.0268685832006573,0.0549153193345005,-0.0126702324759347,0.4
"N_4","DrugBefore_NO",1.06006513677372,3.30500991890026,0.743414487465136,0.5
"N_4","DrugBefore_YES",-0.441758901730075,1.23850754852547,-0.157099403613765,0.4
"NE_2","DrugBefore_NO",0.0162713953340272,0.0917682814731309,0.0131957890122803,0.5
"NE_2","DrugBefore_YES",-0.0286119961003117,0.0660030164950368,-0.01560303128741,0.4
"N_8","DrugBefore_NO",0.82530583452672,2.59959817225602,0.6010130634899,0.5
"N_8","DrugBefore_YES",-0.375591819428988,1.00389420056651,-0.128454596526903,0.4
"N_2","DrugBefore_NO",1.44293491241725,4.74462223023219,1.0484413622037,0.5
"N_2","DrugBefore_YES",-0.482594283469904,1.61696101509597,-0.074434065216503,0.4
"N_Inf","DrugBefore_NO",0.6141404117512,2.00351700431497,0.478377489945303,0.5
"N_Inf","DrugBefore_YES",-0.29133158570579,0.782838765906277,-0.108014363517683,0.4
"NE_0.5","DrugBefore_NO",0.00616179375946701,0.173488386756398,0.0398263987376001,0.5
"NE_0.5","DrugBefore_YES",-0.0164764556227814,0.0669043805429156,0.00365121131007952,0.6
"NE_0.25","DrugBefore_NO",-0.00141943454818086,0.136523678456409,0.0353573404330001,0.5
"NE_0.25","DrugBefore_YES",0.0012530850093804,0.0566026648123473,0.00541202439077909,0.6
"NE_1","DrugBefore_NO",0.0168060991097598,0.144606761296562,0.0251552673907952,0.5
"NE_1","DrugBefore_YES",-0.0284772923993505,0.0748306312661264,-0.0101708629480687,0.5
