"feature","Sample.type.Drug.Before","visit","mean","sd","median","incidence"
"NE_0.25","1",1,0.69836460584069,0.0498298227215897,0.710764311671631,1
"NE_0.25","1",2,0.720860232320452,0.042666418064197,0.720860232320452,1
"NE_0.25","patient FALSE .",1,0.659106646010474,0.0409331313987849,0.659570767934799,1
"NE_0.25","patient FALSE .",2,0.650411092027768,0.0579221535412284,0.653611063138574,1
"NE_0.25","patient FALSE .",3,0.658290773419077,0.0505362859149494,0.67053606306154,1
"NE_0.25","patient FALSE .",4,0.664781157136867,0.0206860052911937,0.673511303897991,1
"NE_0.25","patient TRUE .",1,0.652258851990838,0.0582778164878413,0.665182688286841,1
"NE_0.25","patient TRUE .",2,0.637490249628444,0.0761668956674367,0.659999803915244,1
"NE_0.25","patient TRUE .",3,0.665511985349307,0.0569783921671235,0.674632701073008,1
"NE_0.25","patient TRUE .",4,0.660645640588951,0.0340575643369718,0.647553425116306,1
"NE_0.5","1",1,0.469008779686128,0.0742159478688336,0.485972310702222,1
"NE_0.5","1",2,0.503119798114749,0.0660584349450761,0.503119798114749,1
"NE_0.5","patient FALSE .",1,0.411545722969105,0.0606687482242902,0.4052946642053,1
"NE_0.5","patient FALSE .",2,0.428865616903802,0.0790936271618621,0.463447410794861,1
"NE_0.5","patient FALSE .",3,0.424908430160641,0.0655936999550014,0.43153421948659,1
"NE_0.5","patient FALSE .",4,0.425179535333099,0.0267023071965046,0.431068935826019,1
"NE_0.5","patient TRUE .",1,0.413770294636759,0.0760389487193269,0.41869403373862,1
"NE_0.5","patient TRUE .",2,0.395808101271707,0.0856949276772324,0.4176217206516,1
"NE_0.5","patient TRUE .",3,0.429752255751113,0.0810122572379759,0.439690787973753,1
"NE_0.5","patient TRUE .",4,0.423414354142261,0.0478485771821314,0.405996366396429,1
"NE_1","1",1,0.218867448650593,0.0719249769162157,0.236400464159355,1
"NE_1","1",2,0.254231152655041,0.060911226518603,0.254231152655041,1
"NE_1","patient FALSE .",1,0.167956856068894,0.0598853140746551,0.17015485894827,1
"NE_1","patient FALSE .",2,0.222787045575841,0.117238182984492,0.198445471006407,1
"NE_1","patient FALSE .",3,0.198553820595517,0.0560972286084406,0.19723519521034,1
"NE_1","patient FALSE .",4,0.186787796099943,0.0272868439130834,0.178314419861943,1
"NE_1","patient TRUE .",1,0.186560840826507,0.0582362060692278,0.165463443340123,1
"NE_1","patient TRUE .",2,0.172084794825474,0.0548629088270644,0.186817626820038,1
"NE_1","patient TRUE .",3,0.198968979384736,0.07196430121024,0.194398380804859,1
"NE_1","patient TRUE .",4,0.191400220254358,0.0477943149795128,0.184116215165213,1
"NE_2","1",1,0.0927734520326514,0.0475483690353123,0.0847767497885389,1
"NE_2","1",2,0.114923513725987,0.0220239971598761,0.114923513725987,1
"NE_2","patient FALSE .",1,0.0687139710312863,0.033656362448302,0.0717690544383227,1
"NE_2","patient FALSE .",2,0.129279797093959,0.140983661116348,0.0596672608493488,1
"NE_2","patient FALSE .",3,0.0903558179996382,0.0369146739718017,0.090892487405397,1
"NE_2","patient FALSE .",4,0.0799589380245098,0.0256041542872208,0.0733242649836893,1
"NE_2","patient TRUE .",1,0.0824909407838661,0.0273423382842243,0.0740518380152604,1
"NE_2","patient TRUE .",2,0.0755701135142226,0.024918676953786,0.0790374668849374,1
"NE_2","patient TRUE .",3,0.0904727358950135,0.0422862604276692,0.0750395382904371,1
"NE_2","patient TRUE .",4,0.08464746912846,0.0328096891373134,0.0798928337841903,1
"NE_4","1",1,0.0563612338974698,0.0352500325069511,0.0468306735524558,1
"NE_4","1",2,0.0679273076490146,0.00113702299990152,0.0679273076490146,1
"NE_4","patient FALSE .",1,0.043422775634293,0.0203588498457736,0.043873726088114,1
"NE_4","patient FALSE .",2,0.101556772614568,0.14961366058718,0.034419377016633,1
"NE_4","patient FALSE .",3,0.0556598199584511,0.0226668447615234,0.0557405504127332,1
"NE_4","patient FALSE .",4,0.0506470384831467,0.0209554546346021,0.0463023163378403,1
"NE_4","patient TRUE .",1,0.0520423765046568,0.0147792925124373,0.0509458237150683,1
"NE_4","patient TRUE .",2,0.0480240617215677,0.0147863987654429,0.0493894379041158,1
"NE_4","patient TRUE .",3,0.0561211714825109,0.0243098438549951,0.0469277836787847,1
"NE_4","patient TRUE .",4,0.052136285836428,0.0207456413755312,0.0441135814871602,1
"NE_8","1",1,0.0446383514297497,0.0305899870039291,0.0360703898146554,1
"NE_8","1",2,0.0515002541926988,0.00514705448295038,0.0515002541926988,1
"NE_8","patient FALSE .",1,0.0354934702157552,0.0156666607802382,0.0361530945591881,1
"NE_8","patient FALSE .",2,0.0929836983606231,0.15265388324103,0.0293123963348312,1
"NE_8","patient FALSE .",3,0.044314117994923,0.0170017052152465,0.0444449953627337,1
"NE_8","patient FALSE .",4,0.0409998432257296,0.017661931181984,0.0367087900815791,1
"NE_8","patient TRUE .",1,0.0424730776805454,0.0115881425399674,0.0452353838180774,1
"NE_8","patient TRUE .",2,0.0392623068122515,0.0120067824933104,0.0400142194398433,1
"NE_8","patient TRUE .",3,0.0443795124137868,0.0164144086276608,0.0415061106593401,1
"NE_8","patient TRUE .",4,0.0413085927004132,0.015515182925511,0.0348910541091105,1
"NE_Inf","1",1,0.0356455475901145,0.0261807393229048,0.0276851288465944,1
"NE_Inf","1",2,0.0392961224736917,0.00581537452060899,0.0392961224736917,1
