"feature","Sample.type.Drug.Before","visit","mean","sd","median","incidence"
"Bacteroidetes","1",1,0.520150710130069,0.23256371904306,0.53582787143824,0.944444444444444
"Bacteroidetes","1",2,0.337579648197289,0.346404008792486,0.337579648197289,1
"Bacteroidetes","patient FALSE .",1,0.6493236729231,0.320153865150672,0.789950722363473,1
"Bacteroidetes","patient FALSE .",2,0.549869595000926,0.314585534558682,0.663512957630605,0.857142857142857
"Bacteroidetes","patient FALSE .",3,0.413230491673535,0.435799392762149,0.376383249087054,0.833333333333333
"Bacteroidetes","patient FALSE .",4,0.409264804865974,0.289751664935997,0.422465419368398,1
"Bacteroidetes","patient TRUE .",1,0.811966662956935,0.126955480232166,0.825370675453048,1
"Bacteroidetes","patient TRUE .",2,0.648986335282165,0.329416546519715,0.783240325232467,1
"Bacteroidetes","patient TRUE .",3,0.710303916811369,0.259759896374084,0.823345792682186,1
"Bacteroidetes","patient TRUE .",4,0.680519207680135,0.301972370429218,0.722930173634399,1
"Firmicutes","1",1,0.402034416338383,0.183432055131247,0.417872241672415,1
"Firmicutes","1",2,0.596047714765438,0.321762161993465,0.596047714765438,1
"Firmicutes","patient FALSE .",1,0.297957494811822,0.295043669198683,0.167520210948673,1
"Firmicutes","patient FALSE .",2,0.428229068443707,0.316708120150853,0.290004113533525,1
"Firmicutes","patient FALSE .",3,0.54514600467492,0.436816902213851,0.59308267155631,1
"Firmicutes","patient FALSE .",4,0.546069091591237,0.294621185816645,0.562424846755426,1
"Firmicutes","patient TRUE .",1,0.135712859143362,0.0936925422579927,0.0910727141828654,1
"Firmicutes","patient TRUE .",2,0.328029321918288,0.335339695318615,0.178448866220912,1
"Firmicutes","patient TRUE .",3,0.255496770631326,0.260228176280754,0.145487111054939,1
"Firmicutes","patient TRUE .",4,0.246435535062761,0.206868403743071,0.201427615436092,1
"Proteobacteria","1",1,0.0425111529027094,0.0735424864687947,0.0176317450558863,1
"Proteobacteria","1",2,0.0115245578631243,0.0128656288401579,0.0115245578631243,1
"Proteobacteria","patient FALSE .",1,0.0273244422986882,0.0473339884729289,0.0119342724532655,1
"Proteobacteria","patient FALSE .",2,0.0185115003177462,0.0163312282076065,0.0167869733087124,1
"Proteobacteria","patient FALSE .",3,0.0279624981642086,0.0331288602132253,0.0116967283381224,1
"Proteobacteria","patient FALSE .",4,0.0377032336511962,0.0459902019161744,0.0129397715359823,1
"Proteobacteria","patient TRUE .",1,0.0321645695587324,0.0655163854829697,0.0122840690978887,0.923076923076923
"Proteobacteria","patient TRUE .",2,0.0193667022448452,0.019107302253839,0.013848783101873,0.9
"Proteobacteria","patient TRUE .",3,0.0167670596092952,0.0220833646771307,0.00709569738388353,0.875
"Proteobacteria","patient TRUE .",4,0.0633494845258247,0.0902400010790852,0.0290746865625721,0.857142857142857
"Unclassified_Bacteria","1",1,0.0136356737529298,0.0114078992134674,0.0105403856118059,1
