".record.id","DietStatus","feature","index"
"SM1","before.diet","NE_Inf",0.0412367512574686
"SM11","after.diet","NE_Inf",0.0389913684306001
"SM12","before.diet","NE_Inf",0.0466935905741611
"SM13","before.diet","NE_Inf",0.0534944831009607
"SM14","before.diet","NE_Inf",0.0627874720162149
"SM17","before.diet","NE_Inf",0.0360928460306707
"SM19","after.diet","NE_Inf",0.0819057004244996
"SM2","before.diet","NE_Inf",0.0497613842781244
"SM23","after.diet","NE_Inf",0.165297672405189
"SM3","after.diet","NE_Inf",0.1125937887071
"SM33","before.diet","NE_Inf",0.094928754852465
"SM38","after.diet","NE_Inf",0.0756488683590572
"SM41","before.diet","NE_Inf",0.0453689507578687
"SM45","after.diet","NE_Inf",0.4245493680818
"SM49","before.diet","NE_Inf",0.0420156328012634
"SM52","before.diet","NE_Inf",0.0944830655615537
"SM53","after.diet","NE_Inf",0.0793033372450563
"SM56","after.diet","NE_Inf",0.0580561299214541
"SM57","before.diet","NE_Inf",0.0427206326525915
"SM58","after.diet","NE_Inf",0.0544521809584468
"SM62","before.diet","NE_Inf",0.0621278928399338
"SM64","after.diet","NE_Inf",0.0539313524863338
"SM77","after.diet","NE_Inf",0.0477597105803401
"SM79","after.diet","NE_Inf",0.0467425747556472
"SM8","before.diet","NE_Inf",0.0384153496145197
"SM83","before.diet","NE_Inf",0.0435738311100853
"SM84","before.diet","NE_Inf",0.0656065982323066
"SM86","after.diet","NE_Inf",0.0853979034289434
"SM87","before.diet","NE_Inf",0.0857497337083563
"SM88","after.diet","NE_Inf",0.0446015175984768
"SM9","after.diet","NE_Inf",0.0702943468798331
"SM90","after.diet","NE_Inf",0.0560480170541164
"SM96","before.diet","NE_Inf",0.0474600288347627
