".record.id","DietStatus","feature","index"
"SM1","before.diet","NE_0.25",0.556222303173
"SM11","after.diet","NE_0.25",0.467569708873929
"SM12","before.diet","NE_0.25",0.469985881341017
"SM13","before.diet","NE_0.25",0.638631828406525
"SM14","before.diet","NE_0.25",0.685758510147339
"SM17","before.diet","NE_0.25",0.533439182552114
"SM19","after.diet","NE_0.25",0.633968524669092
"SM2","before.diet","NE_0.25",0.449278569583868
"SM23","after.diet","NE_0.25",0.463192776865962
"SM3","after.diet","NE_0.25",0.62813543339737
"SM33","before.diet","NE_0.25",0.539158617377867
"SM38","after.diet","NE_0.25",0.36076068998969
"SM41","before.diet","NE_0.25",0.643357889901224
"SM45","after.diet","NE_0.25",0.58734738978977
"SM49","before.diet","NE_0.25",0.447802342221351
"SM52","before.diet","NE_0.25",0.664901672104257
"SM53","after.diet","NE_0.25",0.564986786484678
"SM56","after.diet","NE_0.25",0.612279161057763
"SM57","before.diet","NE_0.25",0.462097992864581
"SM58","after.diet","NE_0.25",0.588817143166175
"SM62","before.diet","NE_0.25",0.357277442798432
"SM64","after.diet","NE_0.25",0.504498460244988
"SM77","after.diet","NE_0.25",0.577430250459803
"SM79","after.diet","NE_0.25",0.556604136077757
"SM8","before.diet","NE_0.25",0.548158768376385
"SM83","before.diet","NE_0.25",0.522191586050542
"SM84","before.diet","NE_0.25",0.588213200163001
"SM86","after.diet","NE_0.25",0.613917368536638
"SM87","before.diet","NE_0.25",0.573394662799148
"SM88","after.diet","NE_0.25",0.53056217243922
"SM9","after.diet","NE_0.25",0.540625413040682
"SM90","after.diet","NE_0.25",0.664858514521689
"SM96","before.diet","NE_0.25",0.569847824085303
