"feature","visit","Drug.Before.Diet","mean","sd","median","incidence"
"N_0",1,"DrugBefore_NO",154.29125,48.4322339323777,154.81,1
"N_0",1,"DrugBefore_YES",132.493653846154,48.3626101017031,135.3875,1
"N_0",2,"DrugBefore_NO",123.187142857143,66.3447442723199,120.355,1
"N_0",2,"DrugBefore_YES",125.3335,52.5244104652515,132.03625,1
"N_0",3,"DrugBefore_NO",122.402083333333,50.7982649166452,120.37375,1
"N_0",3,"DrugBefore_YES",144.9165625,43.7086256593736,142.95375,1
"N_0",4,"DrugBefore_NO",144.874583333333,25.3644894200862,142.71875,1
"N_0",4,"DrugBefore_YES",133.963214285714,33.2027414692135,124.945,1
"N_0.25",1,"DrugBefore_NO",103.204933018268,39.1348875289153,102.469877141769,1
"N_0.25",1,"DrugBefore_YES",88.752861609379,38.0259602269943,91.7316925734806,1
"N_0.25",2,"DrugBefore_NO",82.6716515374939,48.7499874829381,77.599972357124,1
"N_0.25",2,"DrugBefore_YES",83.2416041470162,39.9164896579466,86.6049891971194,1
"N_0.25",3,"DrugBefore_NO",82.0275236459643,38.1095494489624,78.7218276504699,1
"N_0.25",3,"DrugBefore_YES",98.4512592130282,36.5705611902771,96.3851899343334,1
"N_0.25",4,"DrugBefore_NO",96.5813862537925,18.6396015391958,96.934848146925,1
"N_0.25",4,"DrugBefore_YES",89.2271322083879,25.7949276303013,86.5471526288488,1
"N_0.5",1,"DrugBefore_NO",65.4674972943068,30.5323452149272,61.395884136397,1
"N_0.5",1,"DrugBefore_YES",57.6177796762159,28.701902052011,63.2179605178186,1
"N_0.5",2,"DrugBefore_NO",53.6254349900106,35.1576728044459,52.9178941974706,1
"N_0.5",2,"DrugBefore_YES",53.3715368261223,28.8802273984722,54.7767633233451,1
"N_0.5",3,"DrugBefore_NO",53.4473902539545,26.7739498939563,50.4274096195421,1
"N_0.5",3,"DrugBefore_YES",65.0936269340324,29.4869221774186,62.7318434998244,1
"N_0.5",4,"DrugBefore_NO",61.8095269018722,12.4460510474621,64.0157686080643,1
"N_0.5",4,"DrugBefore_YES",57.4995888456877,18.7902649307606,60.2472302786909,1
"N_1",1,"DrugBefore_NO",27.319902313333,18.2998285200959,20.4020167264252,1
"N_1",1,"DrugBefore_YES",26.3597532169082,15.504667100543,26.5802264016315,1
"N_1",2,"DrugBefore_NO",24.3247412194876,18.8216090033567,25.4783342724622,1
"N_1",2,"DrugBefore_YES",23.6526524973471,14.7878365170718,23.6616799411991,1
"N_1",3,"DrugBefore_NO",24.5461112021879,12.6332954775617,23.6716901156918,1
"N_1",3,"DrugBefore_YES",31.216250374799,18.4582791202528,27.6308198335665,1
"N_1",4,"DrugBefore_NO",26.9561546901241,5.36804953448481,26.4054216547611,1
"N_1",4,"DrugBefore_YES",25.8504858066564,9.79416191919039,22.4046611754087,1
"N_2",1,"DrugBefore_NO",11.1814098633774,8.6608756683167,8.62252139679639,1
"N_2",1,"DrugBefore_YES",11.2823264114057,6.3629775874278,9.50848078109959,1
"N_2",2,"DrugBefore_NO",10.1827992426783,8.49313473213886,9.44126350640367,1
"N_2",2,"DrugBefore_YES",9.96218985279279,6.27155494662092,9.68021269496158,1
"N_2",3,"DrugBefore_NO",10.6786146567837,5.51924862863013,10.5503453887294,1
"N_2",3,"DrugBefore_YES",14.3704635407468,9.82419433400831,10.1197637421944,1
"N_2",4,"DrugBefore_NO",11.329499788338,3.26859132079664,10.4437932100828,1
"N_2",4,"DrugBefore_YES",11.1501830293873,4.67385393114349,9.38401794554592,1
"N_4",1,"DrugBefore_NO",6.98198206661347,5.05010404795192,5.49573944266331,1
"N_4",1,"DrugBefore_YES",6.86902288593028,3.27119453031208,6.48763514263446,1
"N_4",2,"DrugBefore_NO",5.9374388088327,4.60688977383689,5.15537120459225,1
"N_4",2,"DrugBefore_YES",6.01914668845512,3.39213107627704,5.72032979373835,1
"N_4",3,"DrugBefore_NO",6.48647302790472,3.28122667575483,6.50317014075753,1
"N_4",3,"DrugBefore_YES",8.79503669997385,5.77057999426982,5.53810241564611,1
"N_4",4,"DrugBefore_NO",7.09209290732577,2.58392828000107,6.37901890368555,1
"N_4",4,"DrugBefore_YES",6.77459051806539,2.68349318066396,6.62885088847863,1
"N_8",1,"DrugBefore_NO",5.66103034755084,3.84929048723906,4.50957917091134,1
"N_8",1,"DrugBefore_YES",5.50872367528072,2.38956868474691,5.27706685309391,1
"N_8",2,"DrugBefore_NO",4.6122660181454,3.22651737929566,4.08319356209474,1
"N_8",2,"DrugBefore_YES",4.77520340794023,2.41163158771065,4.65736250326298,1
"N_8",3,"DrugBefore_NO",5.11893115501936,2.38465121866237,5.04109289393992,1
"N_8",3,"DrugBefore_YES",6.84179142721715,4.08020487557204,4.55189452454136,1
"N_8",4,"DrugBefore_NO",5.71871324821151,2.12880148779251,5.21867302556315,1
"N_8",4,"DrugBefore_YES",5.3433027144035,1.92204611133034,5.56822130488929,1
"N_Inf",1,"DrugBefore_NO",4.61820697155989,2.87344238883241,3.76170748293834,1
"N_Inf",1,"DrugBefore_YES",4.51086505930746,1.77313183751037,4.5422834923547,1
