"feature","DietStatus","Drug.Before.Diet","mean","sd","median","incidence"
"2161","after.diet","DrugBefore_NO",27.215940965976,13.9434182238461,29.9085646130789,1
"2161","after.diet","DrugBefore_YES",25.7718062571876,8.38800996216931,27.8411004397471,1
"2161","before.diet","DrugBefore_NO",37.3395841833424,8.98841424916548,37.5846322274785,1
"2161","before.diet","DrugBefore_YES",28.0159413202454,7.55522148557454,27.0756073826063,1
"1786.1724137931","after.diet","DrugBefore_NO",26.0995931397318,13.3862208794553,28.5901417030393,1
"1786.1724137931","after.diet","DrugBefore_YES",24.5457455261768,8.13710951410366,26.5699591960256,1
"1786.1724137931","before.diet","DrugBefore_NO",35.8411007896117,8.68306019653319,36.5472507666979,1
"1786.1724137931","before.diet","DrugBefore_YES",26.6253535844306,7.51701713517973,25.4945554184247,1
"893.586206896552","after.diet","DrugBefore_NO",22.2497450718074,11.5553506389301,24.1355664939587,1
"893.586206896552","after.diet","DrugBefore_YES",20.3906128956933,7.24917287904301,22.2514829516388,1
"893.586206896552","before.diet","DrugBefore_NO",30.395075089328,7.98817482992209,31.7562234133047,1
"893.586206896552","before.diet","DrugBefore_YES",21.9003845173744,7.21660359319124,20.410000620478,1
"1","after.diet","DrugBefore_NO",0.999999999999999,1.93989355188551e-14,0.999999999999994,1
"1","after.diet","DrugBefore_YES",1,2.20457171095927e-14,1.00000000000001,1
"1","before.diet","DrugBefore_NO",0.999999999999994,1.80270273505125e-14,0.999999999999999,1
"1","before.diet","DrugBefore_YES",1,1.64622528354321e-14,1.00000000000001,1
"2240","after.diet","DrugBefore_NO",26.0826683751204,15.2730976535054,28.2777188297323,1
"2240","after.diet","DrugBefore_YES",26.0073521261448,8.43567055163115,28.0851681596114,1
"2240","before.diet","DrugBefore_NO",37.6197227498749,9.05552955381452,37.7589015153879,1
"2240","before.diet","DrugBefore_YES",28.2822700457074,7.56212949244777,27.3660655767968,1
