"feature","visit","Drug.Before.Diet","mean","sd","median","incidence"
"NE_0.25",1,"DrugBefore_NO",0.658984964820323,0.0406550331796472,0.659456527323247,1
"NE_0.25",1,"DrugBefore_YES",0.652352639371705,0.0580437477718214,0.665276006854469,1
"NE_0.25",2,"DrugBefore_NO",0.649535999579567,0.0588323224612657,0.653352454387663,1
"NE_0.25",2,"DrugBefore_YES",0.637675931056906,0.0762797463381211,0.66022420401799,1
"NE_0.25",3,"DrugBefore_NO",0.658225557743019,0.050506278043686,0.670825502691587,1
"NE_0.25",3,"DrugBefore_YES",0.66540800816273,0.0569468719685917,0.674278295477224,1
"NE_0.25",4,"DrugBefore_NO",0.664839772976028,0.0206154702704809,0.673426847293396,1
"NE_0.25",4,"DrugBefore_YES",0.660436494179842,0.0343340553254002,0.647229933276599,1
"NE_0.5",1,"DrugBefore_NO",0.411350608660753,0.0603223835474893,0.405348737970076,1
"NE_0.5",1,"DrugBefore_YES",0.413828500064369,0.0757554581177733,0.418700451319218,1
"NE_0.5",2,"DrugBefore_NO",0.427723622729578,0.0782369305896508,0.463232545154558,1
"NE_0.5",2,"DrugBefore_YES",0.396038144828405,0.0859272301532369,0.418122979344115,1
"NE_0.5",3,"DrugBefore_NO",0.424736487693209,0.0656127451370813,0.431877701327405,1
"NE_0.5",3,"DrugBefore_YES",0.42959724809147,0.0809526348225708,0.439178383740639,1
"NE_0.5",4,"DrugBefore_NO",0.425293966699087,0.0266895785022711,0.430964591829012,1
"NE_0.5",4,"DrugBefore_YES",0.423142890612384,0.0481243548027172,0.405689581778809,1
"NE_1",1,"DrugBefore_NO",0.167799739455632,0.0596593258530101,0.170039552915683,1
"NE_1",1,"DrugBefore_YES",0.186519214482678,0.0580430117204371,0.165229793602309,1
"NE_1",2,"DrugBefore_NO",0.221571834560513,0.114598570874062,0.198445471006407,1
"NE_1",2,"DrugBefore_YES",0.172234127042302,0.0550904176336778,0.187549370472066,1
"NE_1",3,"DrugBefore_NO",0.198303605207783,0.056136873587946,0.196711796790172,1
"NE_1",3,"DrugBefore_YES",0.198857681327746,0.0719011739805757,0.194038626103562,1
"NE_1",4,"DrugBefore_NO",0.186939302148084,0.0273309242020435,0.178312727179284,1
"NE_1",4,"DrugBefore_YES",0.191170167803118,0.0477730604233597,0.183875275181276,1
"NE_2",1,"DrugBefore_NO",0.0686544846543674,0.033538736835578,0.0717530732770026,1
"NE_2",1,"DrugBefore_YES",0.0824426145279403,0.027258544832777,0.0739334758528674,1
"NE_2",2,"DrugBefore_NO",0.12806770716919,0.13781699493057,0.0596672608493488,1
"NE_2",2,"DrugBefore_YES",0.0756143125246888,0.0250584715492379,0.0793694224194691,1
"NE_2",3,"DrugBefore_NO",0.0901807726553229,0.0369792309584322,0.0905185199426824,1
"NE_2",3,"DrugBefore_YES",0.0904619941529489,0.0422714953009176,0.0750566865354085,1
"NE_2",4,"DrugBefore_NO",0.0800462568487012,0.025616267787806,0.0730530905081144,1
"NE_2",4,"DrugBefore_YES",0.0844579260654385,0.0326449032357665,0.0798037051890383,1
"NE_4",1,"DrugBefore_NO",0.0433762918397731,0.0202657972714307,0.0438755112442473,1
"NE_4",1,"DrugBefore_YES",0.05201496253924,0.0147620346925167,0.0510544659096673,1
"NE_4",2,"DrugBefore_NO",0.10034416139413,0.146344707542857,0.0344340251062147,1
"NE_4",2,"DrugBefore_YES",0.0480516015201467,0.0148762264302247,0.0494831744149894,1
"NE_4",3,"DrugBefore_NO",0.0555646878285934,0.0227321720160638,0.0555167613966726,1
"NE_4",3,"DrugBefore_YES",0.0561283974857091,0.0243040969207126,0.0469904718392186,1
"NE_4",4,"DrugBefore_NO",0.0506838004915565,0.0209636890934321,0.0461227633894993,1
"NE_4",4,"DrugBefore_YES",0.0519857542148651,0.0206134830251451,0.0441026605928428,1
"NE_8",1,"DrugBefore_NO",0.0354443944431213,0.0155779512184682,0.0361542504576593,1
"NE_8",1,"DrugBefore_YES",0.0424547998525891,0.0115943986391738,0.0453326124512269,1
"NE_8",2,"DrugBefore_NO",0.0917653849378597,0.149364956145282,0.0293294458832042,1
"NE_8",2,"DrugBefore_YES",0.0392774116385349,0.0120450244509091,0.0400830130096728,1
"NE_8",3,"DrugBefore_NO",0.0442449779742152,0.0170499857044412,0.0443216642676779,1
"NE_8",3,"DrugBefore_YES",0.0443865221418875,0.0164147718808871,0.0415670577579798,1
"NE_8",4,"DrugBefore_NO",0.0410227561772708,0.0176779799061223,0.0365662214473582,1
"NE_8",4,"DrugBefore_YES",0.0411879520819845,0.0154222888655538,0.0348755870590819,1
"NE_Inf",1,"DrugBefore_NO",0.0292233002582284,0.0116073228193194,0.0305921608778319,1
"NE_Inf",1,"DrugBefore_YES",0.0353573138043694,0.00943853905525551,0.0387267662891952,1
"NE_Inf",2,"DrugBefore_NO",0.0861004842194182,0.151510606936164,0.0251447559769296,1
"NE_Inf",2,"DrugBefore_YES",0.0331525728080921,0.0106796678021321,0.0329829530989376,1
"NE_Inf",3,"DrugBefore_NO",0.0364390569777452,0.0134175233081924,0.0348172964125032,1
"NE_Inf",3,"DrugBefore_YES",0.0358001361167434,0.010769215261442,0.0371247950543097,1
"NE_Inf",4,"DrugBefore_NO",0.0336158019690304,0.0140207954924466,0.0297751944585924,1
"NE_Inf",4,"DrugBefore_YES",0.0335034804558927,0.011632278291185,0.0291067960603763,1
