".record.id","DietStatus","feature","index"
"SM1","before.diet","N_2",12.9340917219415
"SM11","after.diet","N_2",11.7171918660848
"SM12","before.diet","N_2",10.8143230996253
"SM13","before.diet","N_2",8.85445849962413
"SM14","before.diet","N_2",5.66208340055934
"SM17","before.diet","N_2",8.51723229620978
"SM19","after.diet","N_2",9.96443256184139
"SM2","before.diet","N_2",4.6483667612153
"SM23","after.diet","N_2",1.80822640858028
"SM3","after.diet","N_2",23.2120901981634
"SM33","before.diet","N_2",3.64037434151529
"SM38","after.diet","N_2",8.19621576139608
"SM41","before.diet","N_2",16.1033863330488
"SM45","after.diet","N_2",1.00572703775813
"SM49","before.diet","N_2",9.49721856630395
"SM52","before.diet","N_2",17.1209171338204
"SM53","after.diet","N_2",9.49201742990003
"SM56","after.diet","N_2",2.20686052371493
"SM57","before.diet","N_2",5.09932389638834
"SM58","after.diet","N_2",4.08849020599675
"SM62","before.diet","N_2",3.26281824600203
"SM64","after.diet","N_2",6.30178661745191
"SM77","after.diet","N_2",15.5811213601394
"SM79","after.diet","N_2",9.45266108039788
"SM8","before.diet","N_2",9.01045216259013
"SM83","before.diet","N_2",7.99668584706996
"SM84","before.diet","N_2",25.0582972217041
"SM86","after.diet","N_2",9.86460782884681
"SM87","before.diet","N_2",16.2432211712674
"SM88","after.diet","N_2",11.257781093282
"SM9","after.diet","N_2",14.0948397945285
"SM90","after.diet","N_2",26.8154466176335
"SM96","before.diet","N_2",4.43174710624529
