"feature","visit","Drug.Before.Diet","mean","sd","median","incidence"
"2161",1,"DrugBefore_NO",36.3869169885297,7.99708640113958,35.8724542552562,1
"2161",1,"DrugBefore_YES",28.9004063276484,7.92733756996074,27.0756073826063,1
"2161",2,"DrugBefore_NO",28.7366899217973,13.3493258822555,31.7220406455281,1
"2161",2,"DrugBefore_YES",25.7718062571876,8.38800996216931,27.8411004397471,1
"2161",3,"DrugBefore_NO",33.7165327063436,6.99443804439929,34.8612081880792,1
"2161",3,"DrugBefore_YES",30.4601639632082,6.53496826584297,31.7939901975605,1
"2161",4,"DrugBefore_NO",34.114417532105,6.27767305424913,31.8703956870755,1
"2161",4,"DrugBefore_YES",28.6386941235808,6.78929439964398,28.6143470885873,1
"1128.62068965517",1,"DrugBefore_NO",31.0453640520356,7.31938900839333,30.3629809458711,1
"1128.62068965517",1,"DrugBefore_YES",24.2548273077399,7.38981113322113,23.0098507054072,1
"1128.62068965517",2,"DrugBefore_NO",24.7606509989251,11.5681288561658,26.4846058724496,1
"1128.62068965517",2,"DrugBefore_YES",21.7446027044038,7.54660016554165,23.6622103687636,1
"1128.62068965517",3,"DrugBefore_NO",29.353962218587,6.08183026341184,29.5529770778987,1
"1128.62068965517",3,"DrugBefore_YES",25.8809570922039,5.86580012415484,27.0890835774862,1
"1128.62068965517",4,"DrugBefore_NO",28.9485623605886,4.82319431262946,27.5293145610143,1
"1128.62068965517",4,"DrugBefore_YES",24.3454865436771,5.92755333851839,25.2829131512554,1
"1",1,"DrugBefore_NO",0.999999999999996,2.23264043732402e-14,0.999999999999999,1
"1",1,"DrugBefore_YES",1,1.63394632190125e-14,1.00000000000001,1
"1",2,"DrugBefore_NO",0.999999999999994,2.22283636808875e-14,0.999999999999993,1
"1",2,"DrugBefore_YES",1,2.20457171095927e-14,1.00000000000001,1
"1",3,"DrugBefore_NO",1.00000000000001,2.19141826679649e-14,1.00000000000002,1
"1",3,"DrugBefore_YES",0.999999999999998,1.00302631156517e-14,0.999999999999999,1
"1",4,"DrugBefore_NO",1.00000000000002,2.42647617454478e-14,1.00000000000002,1
"1",4,"DrugBefore_YES",0.999999999999986,1.14261314456853e-14,0.999999999999982,1
"2240",1,"DrugBefore_NO",36.6843106772835,8.04648310344989,36.1634339405845,1
"2240",1,"DrugBefore_YES",29.1718594771263,7.95872669098563,27.3660655767968,1
"2240",2,"DrugBefore_NO",28.1005856795335,14.5274206599626,30.1635630559964,1
"2240",2,"DrugBefore_YES",26.0073521261448,8.43567055163115,28.0851681596114,1
"2240",3,"DrugBefore_NO",33.9736167659023,7.05544074647717,35.1734437907992,1
"2240",3,"DrugBefore_YES",30.7201376031165,6.56388557384882,32.04977534373,1
"2240",4,"DrugBefore_NO",34.4146465402424,6.37668693169846,32.1216074435819,1
"2240",4,"DrugBefore_YES",28.8902419830296,6.84658947495031,28.7959334068348,1
"2256.24137931034",1,"DrugBefore_NO",35.927430225044,8.09526613174666,34.0348997759909,1
"2256.24137931034",1,"DrugBefore_YES",29.2258458942625,7.96498443483655,27.4232103878087,1
"2256.24137931034",2,"DrugBefore_NO",28.1486524529757,14.5528048252569,30.2143826705455,1
"2256.24137931034",2,"DrugBefore_YES",26.0542247436063,8.44512950644577,28.1337276596279,1
"2256.24137931034",3,"DrugBefore_NO",34.0248342230281,7.06773341859734,35.2356382711261,1
"2256.24137931034",3,"DrugBefore_YES",30.7718294990242,6.56943822793159,32.1004462960593,1
"2256.24137931034",4,"DrugBefore_NO",34.4743245590552,6.39657142449524,32.1715404056687,1
"2256.24137931034",4,"DrugBefore_YES",28.9403356937123,6.85809844261218,28.8319968810162,1
"2394",1,"DrugBefore_NO",36.3922341381902,8.16240071026808,34.3709149328473,1
"2394",1,"DrugBefore_YES",29.6784165164447,8.01761025350917,27.8932897001683,1
"2394",2,"DrugBefore_NO",28.5531587322389,14.7682655567804,30.6419183044624,1
"2394",2,"DrugBefore_YES",26.4475926955254,8.52413380685893,28.5411035500436,1
"2394",3,"DrugBefore_NO",34.4555257969988,7.17311136841508,35.7489324468232,1
"2394",3,"DrugBefore_YES",31.2052590882748,6.61322049070156,32.5227495318634,1
"2394",4,"DrugBefore_NO",34.9742159881771,6.56569041899065,32.5897917424137,1
"2394",4,"DrugBefore_YES",29.3612745673808,6.95614117615155,29.133960201659,1
"2411",1,"DrugBefore_NO",36.4473651268779,8.17059123741718,34.410023577473,1
"2411",1,"DrugBefore_YES",29.732615023139,8.02392854445506,27.9484336975033,1
"2411",2,"DrugBefore_NO",28.6017928739217,14.7944009447949,30.6933121201048,1
"2411",2,"DrugBefore_YES",26.4947605081462,8.53355675917857,28.5899299658104,1
"2411",3,"DrugBefore_NO",34.5072803313017,7.18603194663043,35.8036528339572,1
"2411",3,"DrugBefore_YES",32.5725547787517,5.91195496478482,33.5698524949968,1
"2411",4,"DrugBefore_NO",35.0340370329875,6.58622531296839,32.6398424585274,1
"2411",4,"DrugBefore_YES",29.4118178018105,6.96807642735791,29.1701059109534,1
"2417",1,"DrugBefore_NO",36.4667164093427,8.17347870077148,34.4237114381564,1
"2417",1,"DrugBefore_YES",29.7516656609127,8.02614997649486,27.9677544383579,1
"2417",2,"DrugBefore_NO",28.6188975686521,14.8036049451814,30.7113873567004,1
"2417",2,"DrugBefore_YES",28.4559428427597,6.28063266719041,29.1014558842107,1
"2417",3,"DrugBefore_NO",34.5254817063359,7.19058988471656,35.8229022501029,1
"2417",3,"DrugBefore_YES",32.5909164826064,5.91396644408155,33.589691325807,1
"2417",4,"DrugBefore_NO",35.0550618824632,6.59345711581178,32.6574333969143,1
"2417",4,"DrugBefore_YES",29.4295910230663,6.97228182977519,29.1828114831424,1
"2424",1,"DrugBefore_NO",36.4892230860863,8.17684532596984,34.4396051733047,1
"2424",1,"DrugBefore_YES",29.3363976654582,8.22234039001243,27.1662806572192,1
"2424",2,"DrugBefore_NO",28.6388135512867,14.8143297032663,30.7324334318757,1
"2424",2,"DrugBefore_YES",28.4761042723802,6.28353612179803,29.1244562604525,1
"2424",3,"DrugBefore_NO",34.5466742044309,7.19590609284336,35.8453182683468,1
"2424",3,"DrugBefore_YES",32.6122845440036,5.91630529799966,33.6127587426949,1
"2424",4,"DrugBefore_NO",35.0795329737682,6.60188377277671,32.6779077118261,1
"2424",4,"DrugBefore_YES",29.4502835743596,6.97718354013751,29.1976009251904,1
"2431",1,"DrugBefore_NO",36.5116549629811,8.18020978094284,34.4554180421657,1
"2431",1,"DrugBefore_YES",29.3584341130531,8.22502590320178,27.1853408144141,1
"2431",2,"DrugBefore_NO",25.3840752982391,13.9393023984416,28.6940293079304,1
"2431",2,"DrugBefore_YES",28.4962171659072,6.28643374519714,29.1474123628872,1
"2431",3,"DrugBefore_NO",34.5678212664314,7.20122088474478,35.8676896951238,1
"2431",3,"DrugBefore_YES",32.633594885081,5.91863567602675,33.635742753635,1
"2431",4,"DrugBefore_NO",35.1039420189636,6.61029916298062,32.6983301118041,1
"2431",4,"DrugBefore_YES",29.4709302116823,6.98208033978526,29.2123543242049,1
"2491",1,"DrugBefore_NO",36.7009177678584,8.20896965289638,34.6923405590701,1
"2491",1,"DrugBefore_YES",29.5450253250674,8.24772118852485,27.345612274774,1
"2491",2,"DrugBefore_NO",25.8789506234714,16.1694623480835,30.9316505843044,1
"2491",2,"DrugBefore_YES",28.6666595950243,6.3110336089699,29.342392914452,1
"2491",3,"DrugBefore_NO",34.747257674446,7.24672954606345,36.05765179277,1
"2491",3,"DrugBefore_YES",32.8139397359747,5.93826277768646,33.82939692237,1
"2491",4,"DrugBefore_NO",35.3106628535683,6.68196626371082,32.871287923912,1
"2491",4,"DrugBefore_YES",29.6460560899188,7.02385665909683,29.3373743064798,1
"2542",1,"DrugBefore_NO",36.8576773264005,8.2333285917698,34.9023358886996,1
"2542",1,"DrugBefore_YES",30.7475577287563,7.79084404366595,28.3537370416332,1
"2542",2,"DrugBefore_NO",26.0033628607156,16.2517911640515,31.0806818003766,1
"2542",2,"DrugBefore_YES",28.8088646464122,6.3316147230979,29.5056763977578,1
"2542",3,"DrugBefore_NO",34.8972956740893,7.28537085323679,36.2166724389808,1
"2542",3,"DrugBefore_YES",32.9640861333317,5.95445624002275,33.9894337256143,1
"2542",4,"DrugBefore_NO",35.4829544847263,6.74222251677622,33.0154396576477,1
"2542",4,"DrugBefore_YES",29.792396834258,7.05910140850728,29.4417041119958,1
"2605",1,"DrugBefore_NO",37.046325638273,8.26335056156967,35.1577166984892,1
"2605",1,"DrugBefore_YES",31.8063623397688,7.65920301350928,28.9964754132076,1
"2605",2,"DrugBefore_NO",26.1544834520321,16.3517381867869,31.2618051269034,1
"2605",2,"DrugBefore_YES",28.9812834233741,6.35662962375849,29.70438689593,1
"2605",3,"DrugBefore_NO",35.0796386994604,7.33309593023603,36.4101417275641,1
"2605",3,"DrugBefore_YES",33.1457704165983,5.97383762712277,34.18159580584,1
"2605",4,"DrugBefore_NO",35.6916206835976,6.8158061385447,33.1900241539627,1
"2605",4,"DrugBefore_YES",29.9701240543959,7.10232264525456,29.5682775233851,1
"2628",1,"DrugBefore_NO",37.1138672348776,8.27430077693693,35.2498724966435,1
"2628",1,"DrugBefore_YES",30.5133150667444,6.74127147761213,28.6014327303032,1
"2628",2,"DrugBefore_NO",26.2089722680319,16.3877600263896,31.3271383808261,1
