"feature","visit","Drug.Before.Diet","mean","sd","median","incidence"
"2161",1,"DrugBefore_NO",154.256391242431,48.1605712801048,154.685191150682,1
"2161",1,"DrugBefore_YES",132.482819361229,48.3218889375119,135.523719427894,1
"2161",2,"DrugBefore_NO",123.277065174369,66.3676868425354,120.73431400628,1
"2161",2,"DrugBefore_YES",125.268729829926,52.5925967053356,131.72902848173,1
"2161",3,"DrugBefore_NO",122.483795547282,50.9389736033016,120.682178554986,1
"2161",3,"DrugBefore_YES",144.907276387028,43.7274765999607,142.82825072981,1
"2161",4,"DrugBefore_NO",145.140202263848,25.4324889161425,142.987375278443,1
"2161",4,"DrugBefore_YES",133.929642760824,33.1581571097443,124.975446164231,1
"1128.62068965517",1,"DrugBefore_NO",116.166545030595,34.3551423476885,117.651571610349,1
"1128.62068965517",1,"DrugBefore_YES",101.52331800443,36.5976667083802,102.509882844746,1
"1128.62068965517",2,"DrugBefore_NO",94.0363314327437,50.7315058639365,89.7623481180639,1
"1128.62068965517",2,"DrugBefore_YES",96.0014770819294,39.5227629075727,101.444612436185,1
"1128.62068965517",3,"DrugBefore_NO",94.6633959295124,38.0191744752919,92.1823736407479,1
"1128.62068965517",3,"DrugBefore_YES",110.680372552203,33.1888503394379,109.115159911515,1
"1128.62068965517",4,"DrugBefore_NO",109.89736607376,18.5763938214295,109.893751015013,1
"1128.62068965517",4,"DrugBefore_YES",102.198617544786,25.0369539498842,97.8990545595219,1
"1",1,"DrugBefore_NO",0.999999999999984,1.29874789136655e-13,0.999999999999996,1
"1",1,"DrugBefore_YES",1.00000000000001,8.99012991539208e-14,1.00000000000002,1
"1",2,"DrugBefore_NO",0.999999999999992,1.27662034806476e-13,0.999999999999968,1
"1",2,"DrugBefore_YES",1.00000000000002,1.413173490248e-13,1.00000000000001,1
"1",3,"DrugBefore_NO",1.00000000000005,1.13578452575194e-13,1.00000000000006,1
"1",3,"DrugBefore_YES",0.999999999999981,6.44379165646353e-14,0.999999999999991,1
"1",4,"DrugBefore_NO",1.00000000000009,1.56242589941135e-13,1.00000000000006,1
"1",4,"DrugBefore_YES",0.999999999999915,7.84115266718845e-14,0.999999999999882,1
"2240",1,"DrugBefore_NO",156.602638854818,49.0516755060889,156.861185172988,1
"2240",1,"DrugBefore_YES",134.378938199136,49.0548443518422,137.573203898652,1
"2240",2,"DrugBefore_NO",117.719349887766,70.6241425750082,119.156215132971,1
"2240",2,"DrugBefore_YES",127.076025028804,53.4022558832833,133.72819134156,1
"2240",3,"DrugBefore_NO",124.205917749994,51.734585260942,122.448266539369,1
"2240",3,"DrugBefore_YES",147.011821397521,44.3519911832385,144.915567638727,1
"2240",4,"DrugBefore_NO",147.332217870407,25.8347063639564,145.012577466828,1
"2240",4,"DrugBefore_YES",135.885386762151,33.649932782784,126.646397820161,1
"2256.24137931034",1,"DrugBefore_NO",157.920082625015,52.1385240755435,165.162498260798,1
"2256.24137931034",1,"DrugBefore_YES",134.757159624948,49.2012589043155,137.982517530914,1
"2256.24137931034",2,"DrugBefore_NO",118.064498087633,70.835456613265,119.492938872405,1
"2256.24137931034",2,"DrugBefore_YES",127.436839178361,53.5639172415943,134.127454536518,1
"2256.24137931034",3,"DrugBefore_NO",124.549880544638,51.893419351566,122.800979412893,1
"2256.24137931034",3,"DrugBefore_YES",147.431783680349,44.4762473448143,145.332252854999,1
"2256.24137931034",4,"DrugBefore_NO",147.769949859243,25.9147522542678,145.41644765342,1
"2256.24137931034",4,"DrugBefore_YES",136.275679699799,33.7479879495131,126.979998707469,1
"2394",1,"DrugBefore_NO",161.902054883524,53.7345962832818,168.848624262848,1
"2394",1,"DrugBefore_YES",137.94256231269,50.4371287832941,141.436904743442,1
"2394",2,"DrugBefore_NO",120.973829853406,72.6207446390875,122.323988948994,1
"2394",2,"DrugBefore_YES",130.479940313814,54.92758868134,137.496880251781,1
"2394",3,"DrugBefore_NO",127.453112483619,53.2329919999026,125.777651223267,1
"2394",3,"DrugBefore_YES",150.971021649617,45.5184967471236,148.845914330164,1
"2394",4,"DrugBefore_NO",151.46299921758,26.5867626440382,148.81644801886,1
"2394",4,"DrugBefore_YES",139.565173735006,34.5734072821268,129.793671746448,1
"2411",1,"DrugBefore_NO",162.381238682844,53.9275771547863,169.289644108841,1
"2411",1,"DrugBefore_YES",138.325820142467,50.5861537189199,141.853439729383,1
"2411",2,"DrugBefore_NO",121.324185788686,72.8362362294171,122.664019585838,1
"2411",2,"DrugBefore_YES",130.846613157419,55.0919264991337,137.903132479807,1
"2411",3,"DrugBefore_NO",127.803224031823,53.3943983463236,126.136570352824,1
"2411",3,"DrugBefore_YES",160.270519868642,41.1783907342335,159.952198406805,1
"2411",4,"DrugBefore_NO",151.908111819391,26.6673877580969,149.225347092332,1
"2411",4,"DrugBefore_YES",139.961255284744,34.672681443495,130.132709787891,1
"2417",1,"DrugBefore_NO",162.54978893677,53.9955036844694,169.444640719677,1
"2417",1,"DrugBefore_YES",138.460625928308,50.6385878181683,142,1
"2417",2,"DrugBefore_NO",121.447435615769,72.912068618884,122.783590273241,1
"2417",2,"DrugBefore_YES",142.414031953935,44.1560882894625,145.955446288232,1
"2417",3,"DrugBefore_NO",127.926413883348,53.451183114948,126.262856848268,1
"2417",3,"DrugBefore_YES",160.427574402455,41.2207609956942,160.121763834046,1
"2417",4,"DrugBefore_NO",152.06471377354,26.6957363313501,149.369162402918,1
"2417",4,"DrugBefore_YES",140.100587355346,34.7075984334181,130.251988389507,1
"2424",1,"DrugBefore_NO",162.746055224321,54.0746304494443,169.62503975751,1
"2424",1,"DrugBefore_YES",138.321505746218,52.9423208062366,146.528584921574,1
"2424",2,"DrugBefore_NO",121.590961737297,73.0003934090195,122.922801144215,1
"2424",2,"DrugBefore_YES",142.577088103808,44.2133179536572,146.121060305866,1
"2424",3,"DrugBefore_NO",128.069887321652,53.5173126999789,126.409935259433,1
"2424",3,"DrugBefore_YES",160.610456272333,41.2700865133192,160.319240110514,1
"2424",4,"DrugBefore_NO",152.247090696622,26.7287395524394,149.536618087991,1
"2424",4,"DrugBefore_YES",140.262839232735,34.7482557707719,130.390896662271,1
"2431",1,"DrugBefore_NO",162.941918690051,54.1536275789584,169.804977627844,1
"2431",1,"DrugBefore_YES",138.477008563152,53.0059061972798,146.699098951793,1
"2431",2,"DrugBefore_NO",102.831423611372,63.2262533540255,119,1
"2431",2,"DrugBefore_YES",142.739825423485,44.2704486127713,146.286353104812,1
"2431",3,"DrugBefore_NO",128.213094915106,53.5833143764279,126.556739505266,1
"2431",3,"DrugBefore_YES",160.792964612003,41.3192978944068,160.51634098466,1
"2431",4,"DrugBefore_NO",152.429118740748,26.7616677457059,149.703721191576,1
"2431",4,"DrugBefore_YES",140.424767125207,34.7888282989516,130.529536827029,1
