".record.id","DietStatus","feature","index"
"SM1","before.diet","N_0.5",9.20514655084081
"SM11","after.diet","N_0.5",6.15522078893124
"SM12","before.diet","N_0.5",5.25551769570554
"SM13","before.diet","N_0.5",17.5859413760103
"SM14","before.diet","N_0.5",19.6979688644516
"SM17","before.diet","N_0.5",8.86292920853808
"SM19","after.diet","N_0.5",14.1558430442743
"SM2","before.diet","N_0.5",4.7504261914302
"SM23","after.diet","N_0.5",2.53040249361285
"SM3","after.diet","N_0.5",14.8369020574845
"SM33","before.diet","N_0.5",6.94690087645254
"SM38","after.diet","N_0.5",2.0403568365302
"SM41","before.diet","N_0.5",17.6928063268788
"SM45","after.diet","N_0.5",1.11738349282384
"SM49","before.diet","N_0.5",4.64452674256941
"SM52","before.diet","N_0.5",22.7545740459384
"SM53","after.diet","N_0.5",9.13510483309387
"SM56","after.diet","N_0.5",9.00481577643145
"SM57","before.diet","N_0.5",5.50776022553744
"SM58","after.diet","N_0.5",9.74020121643486
"SM62","before.diet","N_0.5",2.40163981497249
"SM64","after.diet","N_0.5",6.93116162470525
"SM77","after.diet","N_0.5",9.77144339274446
"SM79","after.diet","N_0.5",9.72992207556712
"SM8","before.diet","N_0.5",9.40256615969276
"SM83","before.diet","N_0.5",7.24401687742457
"SM84","before.diet","N_0.5",11.9407447136752
"SM86","after.diet","N_0.5",13.1830663118522
"SM87","before.diet","N_0.5",7.91692470695989
"SM88","after.diet","N_0.5",7.63718507792755
"SM9","after.diet","N_0.5",7.29859555820704
"SM90","after.diet","N_0.5",19.7653205635229
"SM96","before.diet","N_0.5",10.7539152815349
