"feature","age.quant","mean","sd","median","incidence"
"Clostridiales","[3.18,6.27]",-1.99034867683526,0.823722630371663,-1.99034867683526,0
"Clostridiales","(6.27,8.71]",-1.33451530462834,1.27072277200425,-1.72320109504875,0.25
"Clostridiales","(8.71,15.3]",-1.33335506143399,0.933920898345922,-0.962228847271317,0
"Clostridiales","(15.3,26.4]",-1.14442307880754,1.54420361970595,-1.05566838263636,0.166666666666667
"Unclassified_Firmicutes","[3.18,6.27]",-19.5044012371168,25.0853163132907,-19.5044012371168,0
"Unclassified_Firmicutes","(6.27,8.71]",-1.99380479619692,1.07176875507869,-1.86492012612028,0
"Unclassified_Firmicutes","(8.71,15.3]",-9.5141403454296,19.4994389855346,-0.166410854218886,0.5
"Unclassified_Firmicutes","(15.3,26.4]",-1.94422567960935,1.20725002310559,-2.22454088909032,0
"Unclassified_Bacteria","[3.18,6.27]",-0.972296475397513,0.104954108890125,-0.972296475397513,0
"Unclassified_Bacteria","(6.27,8.71]",-0.755692852095407,1.57650223067371,-0.601076396098242,0.5
"Unclassified_Bacteria","(8.71,15.3]",-10.6009606870705,19.0936335508242,-1.97843526769701,0.25
"Unclassified_Bacteria","(15.3,26.4]",-1.80570452455378,1.25221639282275,-1.78797812689956,0
"Rhizobiales","[3.18,6.27]",-2.24257358665958,0.0543114292114345,-2.24257358665958,0
"Rhizobiales","(6.27,8.71]",-8.45911360354776,15.4202246879072,-1.15223690719416,0
"Rhizobiales","(8.71,15.3]",-19.3249024192851,19.8725018130173,-19.5987496938852,0
"Rhizobiales","(15.3,26.4]",-1.65854771178795,2.50120518367813,-0.558682660282648,0.333333333333333
"Bacteroidales","[3.18,6.27]",0.286011719872327,0.236916120736969,0.286011719872327,1
"Bacteroidales","(6.27,8.71]",0.713623740805669,0.768180911487923,0.459617271860241,1
"Bacteroidales","(8.71,15.3]",-0.479862725510565,1.45849654490615,0.153870308299088,0.75
"Bacteroidales","(15.3,26.4]",0.12511770862677,1.40211866259452,0.345999554234526,0.833333333333333
"Bifidobacteriales","[3.18,6.27]",-20.4106999660435,22.7855380132783,-20.4106999660435,0
"Bifidobacteriales","(6.27,8.71]",-18.9107323974392,20.5213639851691,-18.4875206032465,0
"Bifidobacteriales","(8.71,15.3]",-15.5059811752332,21.4946510512994,-16.5296947953903,0.5
"Bifidobacteriales","(15.3,26.4]",3.66016270134349,35.4344411358046,15.6281306560749,0.5
"Selenomonadales","[3.18,6.27]",-2.68748977343676,0.475349608925929,-2.68748977343676,0
"Selenomonadales","(6.27,8.71]",-1.15277896945105,1.20235533096453,-1.2639007839125,0.25
"Selenomonadales","(8.71,15.3]",-8.91881081636254,17.6903090446088,-0.389345212052453,0.25
"Selenomonadales","(15.3,26.4]",-0.627076233519651,6.24146221475549,1.04031395824052,0.5
"Erysipelotrichales","[3.18,6.27]",-18.8133597775034,24.9208272218781,-18.8133597775034,0
"Erysipelotrichales","(6.27,8.71]",-1.32911313187367,3.23260997845105,-2.13380452097835,0.25
"Erysipelotrichales","(8.71,15.3]",-6.31248849236416,19.5219474126209,1.24568207158115,0.75
"Erysipelotrichales","(15.3,26.4]",0.832918774580672,1.82610339597911,0.528362412896982,0.666666666666667
"Lactobacillales","[3.18,6.27]",18.5874225803405,21.7915766682006,18.5874225803405,1
"Lactobacillales","(6.27,8.71]",-10.6320624777108,17.6849303073675,-3.16376672626591,0.25
"Lactobacillales","(8.71,15.3]",-5.01703723927727,21.2059047214124,3.28934185080469,0.75
"Lactobacillales","(15.3,26.4]",-0.0964261806424123,2.50112124164079,-0.199497637836773,0.5
"Burkholderiales","[3.18,6.27]",1.48594558473695,4.57507191859663,1.48594558473695,0.5
"Burkholderiales","(6.27,8.71]",-0.37017486619383,30.5378639731405,-1.84138127779026,0.5
"Burkholderiales","(8.71,15.3]",-10.2340947742715,21.4282582105814,-0.461530985189018,0.5
"Burkholderiales","(15.3,26.4]",5.03659471837787,17.294690281197,-0.298982834968688,0.5
"Enterobacteriales","[3.18,6.27]",-17.3947276882456,24.5998598105037,-17.3947276882456,0
"Enterobacteriales","(6.27,8.71]",-8.57856589665858,17.085296166443,-0.053933471210855,0
"Enterobacteriales","(8.71,15.3]",-16.9238449422871,19.941610188198,-18.2407813928397,0.25
"Enterobacteriales","(15.3,26.4]",1.21002247308846,31.8820343537525,5.3810718666337,0.666666666666667
"Verrucomicrobiales","[3.18,6.27]",-17.0100045934742,24.0557791921198,-17.0100045934742,0
"Verrucomicrobiales","(6.27,8.71]",-0.500165578838525,26.6966848800132,-0.199693929320068,0.25
"Verrucomicrobiales","(8.71,15.3]",9.70758277768863,16.9745523572988,1.87834838086581,0.75
"Verrucomicrobiales","(15.3,26.4]",-1.03928207476723,2.54571078200074,0,0
