".record.id","DietStatus","feature","index"
"SM1","before.diet","NE_4",0.0580573498425524
"SM11","after.diet","NE_4",0.0489024365600064
"SM12","before.diet","NE_4",0.0445327411867619
"SM13","before.diet","NE_4",0.0385208519671934
"SM14","before.diet","NE_4",0.0217998732023381
"SM17","before.diet","NE_4",0.0425502593900442
"SM19","after.diet","NE_4",0.0308704862550434
"SM2","before.diet","NE_4",0.0318209172061648
"SM23","after.diet","NE_4",0.0589869776714525
"SM3","after.diet","NE_4",0.0663511191742346
"SM33","before.diet","NE_4",0.0526650916658769
"SM38","after.diet","NE_4",0.0665460451856062
"SM41","before.diet","NE_4",0.0474888012031784
"SM45","after.diet","NE_4",0.436616923444407
"SM49","before.diet","NE_4",0.0688641620467009
"SM52","before.diet","NE_4",0.0635284840382073
"SM53","after.diet","NE_4",0.0498856127326262
"SM56","after.diet","NE_4",0.022383427175194
"SM57","before.diet","NE_4",0.0323135931751362
"SM58","after.diet","NE_4",0.0311178864639392
"SM62","before.diet","NE_4",0.050984504225666
"SM64","after.diet","NE_4",0.03234864755157
"SM77","after.diet","NE_4",0.0442343597064675
"SM79","after.diet","NE_4",0.0331892512266072
"SM8","before.diet","NE_4",0.0490286346581931
"SM83","before.diet","NE_4",0.0537622208256902
"SM84","before.diet","NE_4",0.0832778490771379
"SM86","after.diet","NE_4",0.0341629690728302
"SM87","before.diet","NE_4",0.0661262383043908
"SM88","after.diet","NE_4",0.0565254288577031
"SM9","after.diet","NE_4",0.0698578396724873
"SM90","after.diet","NE_4",0.073237528199601
"SM96","before.diet","NE_4",0.0200318427946956
