"feature","Sample.type","visit","mean","sd","median","incidence"
"N_0","control",1,38.9590277777778,8.19177201700552,38.515,1
"N_0","control",2,43.30125,0.15026019100214,43.30125,1
"N_0","patient",1,32.1636956521739,8.68024192784333,33.1875,1
"N_0","patient",2,26.9942647058824,10.384860478597,28.41,1
"N_0","patient",3,31.8655357142857,6.68018835945942,32.1725,1
"N_0","patient",4,31.1463461538462,6.92442075009592,31.8125,1
"N_0.25","control",1,24.4178608642569,5.80380462721454,24.5793343504983,1
"N_0.25","control",2,28.2773115506547,2.08467600128517,28.2773115506547,1
"N_0.25","patient",1,18.1696307457823,7.01952397322881,17.5455661887403,1
"N_0.25","patient",2,15.3643127178327,6.98733440195553,15.4760036133457,1
"N_0.25","patient",3,18.9258526026464,5.519579364121,20.5812128211941,1
"N_0.25","patient",4,18.2824151468816,5.32109475103472,19.5104147826087,1
"N_0.5","control",1,15.6584324266134,4.68051310215487,15.5118104877895,1
"N_0.5","control",2,19.418383991795,3.36945727960533,19.418383991795,1
"N_0.5","patient",1,10.4176312099325,5.39730020540136,9.36984668713063,1
"N_0.5","patient",2,9.06224703699643,4.80215782551411,9.12026815018392,1
"N_0.5","patient",3,11.6521836221295,4.84403444408331,12.7772029347856,1
"N_0.5","patient",4,11.2086447949645,4.35525187764665,11.0154837781566,1
"N_1","control",1,8.07316117120871,3.42517385595272,8.38836935289729,1
"N_1","control",2,11.5691820095648,4.04715109039488,11.5691820095648,1
"N_1","patient",1,4.74969052537945,3.19647547239281,4.27751357583107,1
"N_1","patient",2,4.43535234587759,2.72927690601078,3.85429254756459,1
"N_1","patient",3,6.03191513211579,3.68437647134338,5.21919543224268,1
"N_1","patient",4,5.83682454070811,3.22505685216748,5.03642114181361,1
"N_2","control",1,4.53870478097424,2.30083733181536,4.11323207490358,1
"N_2","control",2,7.28068802753833,3.63538762852923,7.28068802753833,1
"N_2","patient",1,2.70359354315216,1.83622756366943,2.3411636621377,1
"N_2","patient",2,2.70279485486424,1.63844747780309,2.09565293121136,1
"N_2","patient",3,3.61807484776135,2.41369533709489,2.59881701011498,1
"N_2","patient",4,3.60741003908338,2.33071992865152,2.25720156061546,1
"N_4","control",1,3.37958576187928,1.71668925153207,3.07591455609843,1
"N_4","control",2,5.2441121998465,2.79632726509649,5.2441121998465,1
"N_4","patient",1,2.12193607179552,1.27179373537973,1.81126273686683,1
"N_4","patient",2,2.177494669225,1.22407596733872,1.6799396167204,1
"N_4","patient",3,2.72718682631234,1.60035811015173,2.09649075604188,1
"N_4","patient",4,2.8015720329067,1.76747730253603,2.00841340087257,1
"N_8","control",1,2.97679025844017,1.46168962576214,2.64661399342698,1
"N_8","control",2,4.27842210830996,2.12725101642599,4.27842210830996,1
"N_8","patient",1,1.91425282684941,1.00705135915402,1.66405687569159,1
"N_8","patient",2,1.96820374273135,1.00232870991238,1.5603333156887,1
"N_8","patient",3,2.38673696127915,1.25891674671974,1.88883460806729,1
"N_8","patient",4,2.4564593093434,1.42432403103219,1.86935634382226,1
"N_Inf","control",1,2.6353879469119,1.19595040823791,2.34395342762067,1
"N_Inf","control",2,3.54792156199238,1.56393047870565,3.54792156199238,1
"N_Inf","patient",1,1.75373788478953,0.785916577446125,1.56140695566205,1
"N_Inf","patient",2,1.79133900808581,0.788174489324971,1.47590747036787,1
"N_Inf","patient",3,2.12702891566867,0.999140738780021,1.74367593799078,1
"N_Inf","patient",4,2.16920145223709,1.09560785700964,1.73135852271558,1
