"feature","Drug.Before.Diet","mean","sd","median","incidence"
"N_4","DrugBefore_NO",-1.08233066249888,6.54880832988846,-0.555358940423818,0.5
"N_4","DrugBefore_YES",1.24050487042097,0.895662687360181,0.926751228847331,0.9
"N_8","DrugBefore_NO",-0.369337494020929,4.79053706166023,-0.35863936637942,0.5
"N_8","DrugBefore_YES",1.08851307138237,0.654162135128524,1.06993048269216,0.9
"N_Inf","DrugBefore_NO",-0.0965858271338298,3.40539695524246,-0.262132475320718,0.5
"N_Inf","DrugBefore_YES",0.878485970466157,0.531781297049963,0.913160518754942,0.9
"N_2","DrugBefore_NO",-3.50880116766259,10.9983218974218,-1.87123630303174,0.5
"N_2","DrugBefore_YES",1.62662554075149,2.34289234333449,1.55491222322996,0.8
"NE_4","DrugBefore_NO",-0.0031862564328218,0.0269124285175438,-0.00418379115523983,0.5
"NE_4","DrugBefore_YES",0.00693112830297792,0.0157195030372046,0.00672802666759254,0.8
"NE_8","DrugBefore_NO",7.06585413940896e-05,0.0199627246334094,-0.00298507201528371,0.5
"NE_8","DrugBefore_YES",0.00562305510353806,0.0146420618603011,0.00699800626404384,0.8
"NE_Inf","DrugBefore_NO",0.00104561082094153,0.0143002964010944,-0.00241722357007186,0.5
"NE_Inf","DrugBefore_YES",0.00398707442891221,0.0138069678927671,0.0049372646927266,0.7
"N_0","DrugBefore_NO",-7.441875,67.3421094541088,-19.445,0.5
"N_0","DrugBefore_YES",5.5085,35.2647702940043,7.82125,0.7
"N_0.25","DrugBefore_NO",-9.13704309674709,55.5862065536097,-17.6839571490392,0.5
"N_0.25","DrugBefore_YES",3.54594370050493,24.1895819416174,7.82645259200203,0.7
"N_0.5","DrugBefore_NO",-10.4651042568988,42.4950533680492,-14.8303554594029,0.5
"N_0.5","DrugBefore_YES",2.48174792232792,15.4470052465947,6.64478518367589,0.7
"N_1","DrugBefore_NO",-8.9708868842524,22.7333924511804,-6.51576911666005,0.5
"N_1","DrugBefore_YES",2.08281267029441,6.62759922945042,2.21126683084192,0.8
"NE_0.25","DrugBefore_NO",-0.0190225550557548,0.0845401592053545,-0.0210233724092178,0.5
"NE_0.25","DrugBefore_YES",0.0115380298617788,0.0512876338075084,0.013833427289484,0.7
"NE_0.5","DrugBefore_NO",-0.0365195930347194,0.108115647791064,-0.0338470736937464,0.5
"NE_0.5","DrugBefore_YES",0.0134363752572861,0.0501240593884572,0.0188548691271177,0.6
"NE_1","DrugBefore_NO",-0.0403562225075909,0.0766138662919897,-0.0439655045932144,0.5
"NE_1","DrugBefore_YES",0.0135874563606543,0.0377064705407032,0.0126998577401743,0.7
"NE_2","DrugBefore_NO",-0.0149982597855988,0.0428940229420051,-0.0128370273905058,0.25
"NE_2","DrugBefore_YES",0.00998893013106865,0.0230527325208831,0.00649191789963512,0.7
